year,month,age,user type,trips,avgtripdur
2017,Feb,20,Customer,126,30.59510582
2017,Feb,20,Subscriber,3635,10.82650619
2017,Feb,21,Customer,202,25.26047855
2017,Feb,21,Subscriber,5668,9.743722065
2017,Feb,22,Customer,362,21.27039595
2017,Feb,22,Subscriber,7373,14.51566527
2017,Feb,23,Customer,500,20.78423333
2017,Feb,23,Subscriber,9726,11.45663171
2017,Feb,24,Customer,399,23.81771094
2017,Feb,24,Subscriber,16061,11.83378162
2017,Feb,25,Customer,409,24.61255094
2017,Feb,25,Subscriber,20379,12.19102916
2017,Feb,26,Customer,350,23.26042857
2017,Feb,26,Subscriber,24201,11.90709406
2017,Feb,27,Customer,359,29.12650882
2017,Feb,27,Subscriber,27943,11.59585824
2017,Feb,28,Customer,299,22.62909699
2017,Feb,28,Subscriber,28818,11.76667476
2017,Feb,29,Customer,292,22.97836758
2017,Feb,29,Subscriber,29140,12.24567948
2017,Feb,30,Customer,349,24.68447947
2017,Feb,30,Subscriber,27308,13.26632855
2017,Feb,31,Customer,340,25.64063725
2017,Feb,31,Subscriber,28751,13.5134575
2017,Feb,32,Customer,250,21.06126667
2017,Feb,32,Subscriber,29265,11.68840822
2017,Feb,33,Customer,245,36.5629932
2017,Feb,33,Subscriber,27823,11.49463693
2017,Feb,34,Customer,291,23.76345934
2017,Feb,34,Subscriber,26126,11.76336344
2017,Feb,35,Customer,248,21.5593414
2017,Feb,35,Subscriber,23362,11.80142468
2017,Feb,36,Customer,211,22.35229068
2017,Feb,36,Subscriber,22281,12.27833057
2017,Feb,37,Customer,42818,32.10453937
2017,Feb,37,Subscriber,26545,12.2769693
2017,Feb,38,Customer,161,18.45072464
2017,Feb,38,Subscriber,18941,12.08792302
2017,Feb,39,Customer,152,37.80625
2017,Feb,39,Subscriber,17658,12.05529033
2017,Feb,40,Customer,160,21.96395833
2017,Feb,40,Subscriber,16583,12.04264809
2017,Feb,41,Customer,51,32.1120915
2017,Feb,41,Subscriber,16486,13.67917526
2017,Feb,42,Customer,131,20.35
2017,Feb,42,Subscriber,15131,12.04698742
2017,Feb,43,Customer,131,22.75992366
2017,Feb,43,Subscriber,16261,12.23282803
2017,Feb,44,Customer,78,34.89252137
2017,Feb,44,Subscriber,14170,12.84612915
2017,Feb,45,Customer,69,35.15096618
2017,Feb,45,Subscriber,14749,11.8986259
2017,Feb,46,Customer,75,30.52466667
2017,Feb,46,Subscriber,15862,11.48841991
2017,Feb,47,Customer,85,35.10411765
2017,Feb,47,Subscriber,17239,13.3260804
2017,Feb,48,Customer,71,31.30023474
2017,Feb,48,Subscriber,15225,14.55424412
2017,Feb,49,Customer,104,32.21025641
2017,Feb,49,Subscriber,13631,13.07560096
2017,Feb,50,Customer,72,22.05300926
2017,Feb,50,Subscriber,12368,11.82801989
2017,Feb,51,Customer,96,47.21475694
2017,Feb,51,Subscriber,12262,12.34439461
2017,Feb,52,Customer,57,30.93947368
2017,Feb,52,Subscriber,12353,11.95040881
2017,Feb,53,Customer,43,29.67248062
2017,Feb,53,Subscriber,12770,13.51290525
2017,Feb,54,Customer,80,24.01770833
2017,Feb,54,Subscriber,11647,13.35289345
2017,Feb,55,Customer,44,24.3125
2017,Feb,55,Subscriber,12397,12.61136296
2017,Feb,56,Customer,69,28.17463768
2017,Feb,56,Subscriber,10123,12.39534229
2017,Feb,57,Customer,102,21.56388889
2017,Feb,57,Subscriber,10867,12.04263366
2017,Feb,58,Customer,45,16.12814815
2017,Feb,58,Subscriber,9401,13.29835833
2017,Feb,59,Customer,37,27.02072072
2017,Feb,59,Subscriber,8059,12.84659801
2017,Feb,60,Customer,23,26.37246377
2017,Feb,60,Subscriber,7102,12.73409603
2017,Feb,61,Customer,36,71.34212963
2017,Feb,61,Subscriber,6695,12.97646253
2017,Feb,62,Customer,8,25.42916667
2017,Feb,62,Subscriber,5359,14.55569758
2017,Feb,63,Customer,3,52.93333333
2017,Feb,63,Subscriber,5233,12.86970826
2017,Feb,64,Customer,35,22.64761905
2017,Feb,64,Subscriber,5161,11.57041594
2017,Feb,65,Customer,15,50.75666667
2017,Feb,65,Subscriber,3189,12.27418208
2017,Feb,66,Customer,6,19.63888889
2017,Feb,66,Subscriber,3024,13.47864308
2017,Feb,67,Customer,23,17.59710145
2017,Feb,67,Subscriber,2469,12.48154448
2017,Feb,68,Customer,17,20.21176471
2017,Feb,68,Subscriber,1851,13.13054205
2017,Feb,69,Customer,5,20.45
2017,Feb,69,Subscriber,1525,13.11861202
2017,Feb,70,Subscriber,1521,12.73811089
2017,Feb,71,Subscriber,1026,11.64434698
2017,Feb,72,Customer,2,47.63333333
2017,Feb,72,Subscriber,607,11.13533773
2017,Feb,73,Customer,2,47.81666667
2017,Feb,73,Subscriber,554,14.32078821
2017,Feb,74,Subscriber,420,10.56694444
2017,Feb,75,Subscriber,672,13.21133433
2017,Feb,76,Subscriber,440,12.23518939
2017,Feb,77,Subscriber,325,10.25230769
2017,Feb,78,Subscriber,60,12.03111111
2017,Feb,79,Subscriber,151,13.82615894
2017,Feb,80,Subscriber,32,15.02083333
2017,Feb,81,Subscriber,49,9.358163265
2017,Feb,82,Subscriber,8,9.310416667
2017,Feb,83,Subscriber,72,11.69050926
2017,Feb,84,Subscriber,5,27.32
2017,Feb,85,Subscriber,15,4.125555556
2017,Feb,86,Subscriber,12,24.60416667
2017,Feb,91,Subscriber,29,8.291954023
2017,Feb,94,Subscriber,12,8.506944444
2017,Feb,96,Subscriber,2,2.275
2017,Feb,97,Subscriber,1,15.9
2017,Feb,99,Subscriber,9,11.51851852
2017,Feb,100,Subscriber,18,6.935185185
2017,Feb,102,Subscriber,3,4.966666667
2017,Feb,105,Subscriber,6,12.85555556
2017,Feb,107,Subscriber,22,4.517424242
2017,Feb,110,Subscriber,2,22.1
2017,Feb,116,Subscriber,31,16.67258065
2017,Feb,117,Subscriber,81,15.46872428
2017,Feb,118,Subscriber,55,14.56333333
2017,Feb,122,Subscriber,4,14.575
2017,Feb,124,Subscriber,9,11.19814815
2017,Feb,129,Subscriber,4,5.145833333
2017,Feb,131,Subscriber,8,12.98958333
2017,Feb,132,Subscriber,66,13.68257576
2017,Feb,159,Customer,1,489.5333333
2017,Mar,16,Subscriber,48,8.441319444
2017,Mar,17,Subscriber,881,10.67633371
2017,Mar,18,Customer,4,20.4875
2017,Mar,18,Subscriber,1705,10.01185728
2017,Mar,19,Customer,106,33.79025157
2017,Mar,19,Subscriber,1912,12.59735007
2017,Mar,20,Customer,165,21.96020202
2017,Mar,20,Subscriber,3551,9.835764573
2017,Mar,21,Customer,121,22.59986226
2017,Mar,21,Subscriber,5315,10.24406397
2017,Mar,22,Customer,132,28.53257576
2017,Mar,22,Subscriber,6805,10.83844477
2017,Mar,23,Customer,281,25.2039739
2017,Mar,23,Subscriber,9167,10.67839533
2017,Mar,24,Customer,225,23.75422222
2017,Mar,24,Subscriber,15285,11.80066078
2017,Mar,25,Customer,225,22.24140741
2017,Mar,25,Subscriber,19181,12.37472325
2017,Mar,26,Customer,225,21.18518519
2017,Mar,26,Subscriber,22423,11.16476163
2017,Mar,27,Customer,311,44.7721329
2017,Mar,27,Subscriber,25657,12.31764106
2017,Mar,28,Customer,203,24.22060755
2017,Mar,28,Subscriber,27119,11.74434406
2017,Mar,29,Customer,252,22.75734127
2017,Mar,29,Subscriber,26121,12.41422865
2017,Mar,30,Customer,316,30.52078059
2017,Mar,30,Subscriber,25266,11.70169002
2017,Mar,31,Customer,209,32.56044657
2017,Mar,31,Subscriber,26461,11.27532532
2017,Mar,32,Customer,212,20.6836478
2017,Mar,32,Subscriber,26617,11.66948817
2017,Mar,33,Customer,177,23.78973635
2017,Mar,33,Subscriber,25362,11.51458087
2017,Mar,34,Customer,216,21.95416667
2017,Mar,34,Subscriber,23687,11.31555283
2017,Mar,35,Customer,152,20.78015351
2017,Mar,35,Subscriber,21591,11.56104781
2017,Mar,36,Customer,96,24.89930556
2017,Mar,36,Subscriber,20971,11.9561895
2017,Mar,37,Customer,26696,38.46763997
2017,Mar,37,Subscriber,25190,12.44873164
2017,Mar,38,Customer,98,23.87602041
2017,Mar,38,Subscriber,18221,11.75140314
2017,Mar,39,Customer,87,27.69904215
2017,Mar,39,Subscriber,17131,11.72719145
2017,Mar,40,Customer,101,22.74983498
2017,Mar,40,Subscriber,15886,12.9254847
2017,Mar,41,Customer,128,25.76757813
2017,Mar,41,Subscriber,15750,11.92520529
2017,Mar,42,Customer,82,17.80223577
2017,Mar,42,Subscriber,14467,11.51095597
2017,Mar,43,Customer,73,19.13607306
2017,Mar,43,Subscriber,15946,11.77998662
2017,Mar,44,Customer,63,40.12089947
2017,Mar,44,Subscriber,14021,12.54485177
2017,Mar,45,Customer,74,44.53581081
2017,Mar,45,Subscriber,14198,11.95823355
2017,Mar,46,Customer,49,25.6085034
2017,Mar,46,Subscriber,15468,11.89586997
2017,Mar,47,Customer,53,19.55754717
2017,Mar,47,Subscriber,16325,12.58915467
2017,Mar,48,Customer,80,22.39708333
2017,Mar,48,Subscriber,14828,11.86281584
2017,Mar,49,Customer,30,27.78888889
2017,Mar,49,Subscriber,12895,11.94741114
2017,Mar,50,Customer,60,20.34916667
2017,Mar,50,Subscriber,11917,12.05417751
2017,Mar,51,Customer,93,30.69946237
2017,Mar,51,Subscriber,11404,12.78641559
2017,Mar,52,Customer,40,33.98916667
2017,Mar,52,Subscriber,11937,12.11065455
2017,Mar,53,Customer,93,21.66792115
2017,Mar,53,Subscriber,12028,14.3780817
2017,Mar,54,Customer,101,18.76188119
2017,Mar,54,Subscriber,11036,12.84034372
2017,Mar,55,Customer,40,17.1325
2017,Mar,55,Subscriber,11565,12.69241101
2017,Mar,56,Customer,67,28.96343284
2017,Mar,56,Subscriber,9304,12.87699377
2017,Mar,57,Customer,53,25.63993711
2017,Mar,57,Subscriber,10241,12.98841747
2017,Mar,58,Customer,13,33.43461538
2017,Mar,58,Subscriber,8625,14.61803092
2017,Mar,59,Customer,29,28.18908046
2017,Mar,59,Subscriber,7726,12.23835749
2017,Mar,60,Customer,25,474.8793333
2017,Mar,60,Subscriber,6699,12.48849082
2017,Mar,61,Customer,18,18.77777778
2017,Mar,61,Subscriber,6244,12.42954837
2017,Mar,62,Customer,6,194.9
2017,Mar,62,Subscriber,5006,13.44614796
2017,Mar,63,Customer,5,20.24666667
2017,Mar,63,Subscriber,4781,12.81140626
2017,Mar,64,Customer,16,14.66770833
2017,Mar,64,Subscriber,4724,12.26685366
2017,Mar,65,Customer,4,24.11666667
2017,Mar,65,Subscriber,2977,14.946333
2017,Mar,66,Customer,1,28.75
2017,Mar,66,Subscriber,2848,13.27424508
2017,Mar,67,Subscriber,1987,14.00339708
2017,Mar,68,Customer,2,33.58333333
2017,Mar,68,Subscriber,1771,12.76145304
2017,Mar,69,Subscriber,1566,16.77553214
2017,Mar,70,Customer,1,13.11666667
2017,Mar,70,Subscriber,1244,11.95289389
2017,Mar,71,Subscriber,1138,12.4047891
2017,Mar,72,Customer,3,36.78333333
2017,Mar,72,Subscriber,609,22.42870826
2017,Mar,73,Subscriber,544,14.46908701
2017,Mar,74,Subscriber,330,13.51338384
2017,Mar,75,Subscriber,620,11.87663978
2017,Mar,76,Subscriber,377,10.8954023
2017,Mar,77,Subscriber,281,9.960676157
2017,Mar,78,Subscriber,93,12.35035842
2017,Mar,79,Customer,1,22.71666667
2017,Mar,79,Subscriber,178,10.93014981
2017,Mar,80,Subscriber,26,10.80769231
2017,Mar,81,Subscriber,28,9.583333333
2017,Mar,82,Subscriber,10,6.886666667
2017,Mar,83,Subscriber,68,11.72573529
2017,Mar,84,Subscriber,4,19.4625
2017,Mar,85,Subscriber,12,5.229166667
2017,Mar,86,Subscriber,6,16.93333333
2017,Mar,91,Subscriber,37,8.826576577
2017,Mar,94,Subscriber,16,7.392708333
2017,Mar,96,Subscriber,2,2.233333333
2017,Mar,99,Subscriber,3,7.838888889
2017,Mar,100,Subscriber,22,9.627272727
2017,Mar,105,Subscriber,12,12.38055556
2017,Mar,107,Subscriber,17,4.245098039
2017,Mar,110,Subscriber,3,8.533333333
2017,Mar,116,Subscriber,31,19.75806452
2017,Mar,117,Subscriber,90,15.88166667
2017,Mar,118,Subscriber,31,20.77204301
2017,Mar,122,Subscriber,1,8.85
2017,Mar,124,Subscriber,15,12.64222222
2017,Mar,129,Subscriber,6,6.494444444
2017,Mar,131,Subscriber,22,16.05833333
2017,Mar,132,Subscriber,39,13.33247863
2017,Apr,16,Subscriber,121,13.23236915
2017,Apr,17,Subscriber,1493,13.19628265
2017,Apr,18,Customer,187,27.44331551
2017,Apr,18,Subscriber,2439,11.96206095
2017,Apr,19,Customer,806,33.10899504
2017,Apr,19,Subscriber,3584,12.82470238
2017,Apr,20,Customer,829,28.04758745
2017,Apr,20,Subscriber,4971,12.8770804
2017,Apr,21,Customer,661,32.49072113
2017,Apr,21,Subscriber,8326,12.26849828
2017,Apr,22,Customer,799,28.28172716
2017,Apr,22,Subscriber,10642,11.86463227
2017,Apr,23,Customer,1343,61.08961281
2017,Apr,23,Subscriber,17036,13.42952767
2017,Apr,24,Customer,1586,34.13269231
2017,Apr,24,Subscriber,28681,13.12775473
2017,Apr,25,Customer,1546,28.85065761
2017,Apr,25,Subscriber,35895,13.59526814
2017,Apr,26,Customer,1660,121.9424297
2017,Apr,26,Subscriber,41500,12.86470803
2017,Apr,27,Customer,1670,39.55639721
2017,Apr,27,Subscriber,45528,13.91228072
2017,Apr,28,Customer,1576,66.91657149
2017,Apr,28,Subscriber,47549,13.03897769
2017,Apr,29,Customer,1308,30.35286697
2017,Apr,29,Subscriber,46725,13.72996148
2017,Apr,30,Customer,1944,179.5511145
2017,Apr,30,Subscriber,44887,16.85081278
2017,Apr,31,Customer,1410,46.76788416
2017,Apr,31,Subscriber,46500,15.61454194
2017,Apr,32,Customer,1121,32.32713351
2017,Apr,32,Subscriber,46295,14.4155384
2017,Apr,33,Customer,926,33.55345572
2017,Apr,33,Subscriber,42624,15.44304461
2017,Apr,34,Customer,1016,235.6631234
2017,Apr,34,Subscriber,40291,17.1750031
2017,Apr,35,Customer,810,43.12644033
2017,Apr,35,Subscriber,35477,14.32021216
2017,Apr,36,Customer,158569,37.13492339
2017,Apr,36,Subscriber,45542,13.21477354
2017,Apr,37,Customer,734,102.7190736
2017,Apr,37,Subscriber,31321,16.67810255
2017,Apr,38,Customer,578,25.21508074
2017,Apr,38,Subscriber,28590,13.89607555
2017,Apr,39,Customer,514,89.93249027
2017,Apr,39,Subscriber,26578,13.59597098
2017,Apr,40,Customer,549,30.36445052
2017,Apr,40,Subscriber,25035,14.17448505
2017,Apr,41,Customer,504,34.05419974
2017,Apr,41,Subscriber,24452,13.09026119
2017,Apr,42,Customer,444,28.26265015
2017,Apr,42,Subscriber,22065,13.14710779
2017,Apr,43,Customer,389,28.82823479
2017,Apr,43,Subscriber,23102,15.94580917
2017,Apr,44,Customer,399,29.98817878
2017,Apr,44,Subscriber,20620,13.16340042
2017,Apr,45,Customer,468,27.91075499
2017,Apr,45,Subscriber,21122,18.8352768
2017,Apr,46,Customer,390,33.47465812
2017,Apr,46,Subscriber,21683,13.20045735
2017,Apr,47,Customer,380,28.61934211
2017,Apr,47,Subscriber,23966,13.74318618
2017,Apr,48,Customer,359,30.94753946
2017,Apr,48,Subscriber,21077,13.05332432
2017,Apr,49,Customer,374,29.49995544
2017,Apr,49,Subscriber,19085,14.10939219
2017,Apr,50,Customer,380,35.80495614
2017,Apr,50,Subscriber,17791,12.97404118
2017,Apr,51,Customer,345,28.13879227
2017,Apr,51,Subscriber,16995,14.22497597
2017,Apr,52,Customer,355,27.8313615
2017,Apr,52,Subscriber,17090,19.06592354
2017,Apr,53,Customer,393,27.95156913
2017,Apr,53,Subscriber,17828,13.38533019
2017,Apr,54,Customer,235,29.44234043
2017,Apr,54,Subscriber,15868,13.5694469
2017,Apr,55,Customer,195,33.3117094
2017,Apr,55,Subscriber,16584,13.34180435
2017,Apr,56,Customer,157,32.82781316
2017,Apr,56,Subscriber,14150,14.67708481
2017,Apr,57,Customer,192,23.9671875
2017,Apr,57,Subscriber,14846,13.75170416
2017,Apr,58,Customer,154,26.94264069
2017,Apr,58,Subscriber,12555,13.60220762
2017,Apr,59,Customer,112,34.54940476
2017,Apr,59,Subscriber,11326,13.81466537
2017,Apr,60,Customer,121,30.54958678
2017,Apr,60,Subscriber,10615,13.70969697
2017,Apr,61,Customer,42,42.12539683
2017,Apr,61,Subscriber,8800,13.65362121
2017,Apr,62,Customer,41,31.85609756
2017,Apr,62,Subscriber,7750,15.66056559
2017,Apr,63,Customer,55,25.21606061
2017,Apr,63,Subscriber,7105,13.68052545
2017,Apr,64,Customer,31,27.15430108
2017,Apr,64,Subscriber,6844,12.96573641
2017,Apr,65,Customer,54,31.01234568
2017,Apr,65,Subscriber,4640,13.48084052
2017,Apr,66,Customer,56,35.025
2017,Apr,66,Subscriber,3931,14.15276435
2017,Apr,67,Customer,26,40.05
2017,Apr,67,Subscriber,3126,13.326029
2017,Apr,68,Customer,20,49.29
2017,Apr,68,Subscriber,2536,13.6830836
2017,Apr,69,Customer,6,25.57777778
2017,Apr,69,Subscriber,2230,14.47057549
2017,Apr,70,Customer,7,25.76428571
2017,Apr,70,Subscriber,2095,13.58841687
2017,Apr,71,Customer,3,38.59444444
2017,Apr,71,Subscriber,1658,14.57051669
2017,Apr,72,Customer,8,37.1
2017,Apr,72,Subscriber,987,12.32304965
2017,Apr,73,Customer,5,22.87333333
2017,Apr,73,Subscriber,802,13.70619285
2017,Apr,74,Subscriber,491,12.06357773
2017,Apr,75,Customer,1,38.93333333
2017,Apr,75,Subscriber,873,13.2812142
2017,Apr,76,Customer,7,71.0047619
2017,Apr,76,Subscriber,616,13.41504329
2017,Apr,77,Customer,1,12.51666667
2017,Apr,77,Subscriber,443,14.52464259
2017,Apr,78,Subscriber,111,13.13693694
2017,Apr,79,Subscriber,236,50.52443503
2017,Apr,80,Subscriber,79,18.89767932
2017,Apr,81,Customer,1,26.16666667
2017,Apr,81,Subscriber,75,11.71555556
2017,Apr,82,Subscriber,48,8.773958333
2017,Apr,83,Subscriber,70,12.16452381
2017,Apr,84,Subscriber,4,29.375
2017,Apr,85,Subscriber,51,10.00098039
2017,Apr,86,Subscriber,9,33.28703704
2017,Apr,87,Subscriber,9,11.77592593
2017,Apr,90,Customer,1,35.41666667
2017,Apr,91,Subscriber,38,10.82149123
2017,Apr,94,Subscriber,12,6.343055556
2017,Apr,96,Subscriber,6,14.90833333
2017,Apr,99,Subscriber,9,9.3
2017,Apr,100,Subscriber,35,22.27
2017,Apr,105,Subscriber,12,12.27361111
2017,Apr,107,Subscriber,27,3.361728395
2017,Apr,110,Subscriber,16,8.041666667
2017,Apr,116,Subscriber,37,14.01711712
2017,Apr,117,Customer,5,26.83666667
2017,Apr,117,Subscriber,154,15.48841991
2017,Apr,118,Subscriber,32,12.69270833
2017,Apr,121,Subscriber,2,10.01666667
2017,Apr,122,Subscriber,5,15.59333333
2017,Apr,124,Subscriber,19,12.42631579
2017,Apr,129,Subscriber,18,16.46851852
2017,Apr,131,Customer,2,527.5333333
2017,Apr,131,Subscriber,3,7.205555556
2017,Apr,132,Subscriber,50,12.24833333
2017,May,16,Subscriber,282,11.04728132
2017,May,17,Subscriber,2316,13.05477116
2017,May,18,Customer,135,38.42666667
2017,May,18,Subscriber,3435,14.33118874
2017,May,19,Customer,444,28.19481982
2017,May,19,Subscriber,4190,23.28770088
2017,May,20,Customer,388,39.89819588
2017,May,20,Subscriber,5902,12.605789
2017,May,21,Customer,698,73.92012894
2017,May,21,Subscriber,8712,22.15333639
2017,May,22,Customer,914,40.66812546
2017,May,22,Subscriber,11183,20.90900474
2017,May,23,Customer,988,73.45915992
2017,May,23,Subscriber,20572,13.17381311
2017,May,24,Customer,1284,29.67445483
2017,May,24,Subscriber,34670,17.50637102
2017,May,25,Customer,1229,34.0352997
2017,May,25,Subscriber,41811,13.46384564
2017,May,26,Customer,1695,29.31526057
2017,May,26,Subscriber,48521,12.85567555
2017,May,27,Customer,1450,27.46034483
2017,May,27,Subscriber,52952,12.84340189
2017,May,28,Customer,1284,28.46165628
2017,May,28,Subscriber,55779,13.49934145
2017,May,29,Customer,1380,24.78644928
2017,May,29,Subscriber,55533,14.1091201
2017,May,30,Customer,1798,130.1159807
2017,May,30,Subscriber,52976,16.15249893
2017,May,31,Customer,1478,34.14583897
2017,May,31,Subscriber,54333,14.01801913
2017,May,32,Customer,1137,25.86737027
2017,May,32,Subscriber,53627,13.7229965
2017,May,33,Customer,1042,24.89737684
2017,May,33,Subscriber,49955,12.67624262
2017,May,34,Customer,964,36.98089557
2017,May,34,Subscriber,47103,13.29093759
2017,May,35,Customer,864,25.51780478
2017,May,35,Subscriber,42351,13.31235233
2017,May,36,Customer,786,26.41306192
2017,May,36,Subscriber,41357,13.88518913
2017,May,37,Customer,160517,32.59582111
2017,May,37,Subscriber,50961,13.41604822
2017,May,38,Customer,659,26.75586748
2017,May,38,Subscriber,34329,13.05890743
2017,May,39,Customer,708,48.45670904
2017,May,39,Subscriber,31667,13.79122378
2017,May,40,Customer,563,46.78442866
2017,May,40,Subscriber,30155,14.26870834
2017,May,41,Customer,655,26.30763359
2017,May,41,Subscriber,29356,12.86981878
