year,month,age,user type,trips,avgtripdur
2017,May,42,Customer,511,24.62811481
2017,May,42,Subscriber,26861,15.65025253
2017,May,43,Customer,533,25.05753596
2017,May,43,Subscriber,28988,13.54645543
2017,May,44,Customer,579,25.58192286
2017,May,44,Subscriber,25989,13.23266254
2017,May,45,Customer,376,26.14197695
2017,May,45,Subscriber,25992,14.69297733
2017,May,46,Customer,522,23.92353129
2017,May,46,Subscriber,27027,14.53891849
2017,May,47,Customer,407,26.92792793
2017,May,47,Subscriber,28648,13.96818102
2017,May,48,Customer,344,25.26928295
2017,May,48,Subscriber,26112,13.35110805
2017,May,49,Customer,355,26.37178404
2017,May,49,Subscriber,23470,13.82661483
2017,May,50,Customer,344,30.84132752
2017,May,50,Subscriber,21442,13.2747878
2017,May,51,Customer,376,25.77690603
2017,May,51,Subscriber,21031,13.53435722
2017,May,52,Customer,376,22.98608156
2017,May,52,Subscriber,21474,13.18877092
2017,May,53,Customer,184,24.02264493
2017,May,53,Subscriber,20587,13.3875933
2017,May,54,Customer,226,26.02382006
2017,May,54,Subscriber,19103,13.49694638
2017,May,55,Customer,250,27.12653333
2017,May,55,Subscriber,19041,13.52867234
2017,May,56,Customer,146,26.9533105
2017,May,56,Subscriber,16286,14.01820275
2017,May,57,Customer,225,27.60266667
2017,May,57,Subscriber,16469,13.14745785
2017,May,58,Customer,127,77.49868766
2017,May,58,Subscriber,14017,13.2423248
2017,May,59,Customer,181,21.14171271
2017,May,59,Subscriber,12879,13.51415871
2017,May,60,Customer,96,29.52725694
2017,May,60,Subscriber,11706,13.64773193
2017,May,61,Customer,133,24.5122807
2017,May,61,Subscriber,10058,13.35868629
2017,May,62,Customer,78,49.06794872
2017,May,62,Subscriber,8800,15.54651894
2017,May,63,Customer,67,30.03507463
2017,May,63,Subscriber,7963,15.33460379
2017,May,64,Customer,77,29.88398268
2017,May,64,Subscriber,7142,12.41188976
2017,May,65,Customer,48,25.49513889
2017,May,65,Subscriber,5258,19.21760492
2017,May,66,Customer,61,28.18797814
2017,May,66,Subscriber,4593,14.11258074
2017,May,67,Customer,17,26.01372549
2017,May,67,Subscriber,3409,13.55883446
2017,May,68,Customer,20,21.90166667
2017,May,68,Subscriber,2730,13.74784493
2017,May,69,Customer,15,20.06777778
2017,May,69,Subscriber,2582,14.69551381
2017,May,70,Customer,14,30.66547619
2017,May,70,Subscriber,2262,13.75635868
2017,May,71,Subscriber,1717,13.55286352
2017,May,72,Customer,1,56.08333333
2017,May,72,Subscriber,1100,12.29063636
2017,May,73,Subscriber,849,13.27936788
2017,May,74,Subscriber,541,12.38850893
2017,May,75,Customer,1,42.05
2017,May,75,Subscriber,944,12.30390184
2017,May,76,Subscriber,700,13.98807143
2017,May,77,Subscriber,437,11.28848207
2017,May,78,Subscriber,114,14.90380117
2017,May,79,Subscriber,230,11.45094203
2017,May,80,Subscriber,78,16.73376068
2017,May,81,Subscriber,98,11.82687075
2017,May,82,Subscriber,15,14.35888889
2017,May,83,Subscriber,82,12.31361789
2017,May,84,Subscriber,15,19.24777778
2017,May,85,Subscriber,71,8.050704225
2017,May,86,Subscriber,9,21.75
2017,May,87,Customer,3,79.17777778
2017,May,87,Subscriber,1,24.01666667
2017,May,89,Customer,3,46.82777778
2017,May,90,Customer,1,12.68333333
2017,May,90,Subscriber,39,14.55940171
2017,May,91,Subscriber,38,8.424561404
2017,May,94,Subscriber,11,5.740909091
2017,May,96,Subscriber,5,13.80333333
2017,May,97,Subscriber,2,30.95
2017,May,99,Subscriber,9,7.435185185
2017,May,100,Subscriber,44,18.13371212
2017,May,102,Subscriber,5,6.72
2017,May,104,Subscriber,1,35.95
2017,May,105,Subscriber,17,15.02254902
2017,May,107,Subscriber,36,5.721759259
2017,May,110,Subscriber,3,18.32777778
2017,May,116,Subscriber,55,15.98333333
2017,May,117,Customer,3,21.91666667
2017,May,117,Subscriber,150,16.16833333
2017,May,118,Subscriber,52,13.46217949
2017,May,121,Subscriber,10,16.37333333
2017,May,122,Subscriber,13,14.57435897
2017,May,124,Subscriber,20,9.6925
2017,May,129,Subscriber,4,19.72083333
2017,May,131,Subscriber,6,24.275
2017,May,132,Subscriber,40,12.33541667
2017,Jun,16,Customer,2,11.19166667
2017,Jun,16,Subscriber,379,12.45461741
2017,Jun,17,Subscriber,2448,12.97751225
2017,Jun,18,Customer,298,67.77813199
2017,Jun,18,Subscriber,3768,12.84404636
2017,Jun,19,Customer,833,99.32290916
2017,Jun,19,Subscriber,5234,21.57720354
2017,Jun,20,Customer,717,100.7383775
2017,Jun,20,Subscriber,6846,14.67309865
2017,Jun,21,Customer,837,66.00314616
2017,Jun,21,Subscriber,10898,19.90324066
2017,Jun,22,Customer,1298,73.42383154
2017,Jun,22,Subscriber,12441,15.38325965
2017,Jun,23,Customer,1146,35.23695462
2017,Jun,23,Subscriber,24845,15.6508392
2017,Jun,24,Customer,1496,40.53543895
2017,Jun,24,Subscriber,40978,15.10874453
2017,Jun,25,Customer,1625,49.27771282
2017,Jun,25,Subscriber,51035,14.85739623
2017,Jun,26,Customer,1799,48.28244395
2017,Jun,26,Subscriber,56527,14.78822687
2017,Jun,27,Customer,2060,114.495089
2017,Jun,27,Subscriber,61951,14.10975314
2017,Jun,28,Customer,1632,81.61379698
2017,Jun,28,Subscriber,64380,14.04664751
2017,Jun,29,Customer,1581,55.48233186
2017,Jun,29,Subscriber,63652,13.49335449
2017,Jun,30,Customer,2598,279.9091801
2017,Jun,30,Subscriber,61472,16.884436
2017,Jun,31,Customer,1727,26.77001544
2017,Jun,31,Subscriber,62448,13.73633049
2017,Jun,32,Customer,1376,95.63762112
2017,Jun,32,Subscriber,60543,14.7052109
2017,Jun,33,Customer,1213,58.60611432
2017,Jun,33,Subscriber,57633,13.76793504
2017,Jun,34,Customer,1253,281.2921788
2017,Jun,34,Subscriber,54643,14.14065785
2017,Jun,35,Customer,929,27.59302117
2017,Jun,35,Subscriber,50376,14.54697574
2017,Jun,36,Customer,178228,34.879443
2017,Jun,36,Subscriber,62033,14.41096244
2017,Jun,37,Customer,936,132.8888177
2017,Jun,37,Subscriber,43125,14.2599343
2017,Jun,38,Customer,940,69.3251773
2017,Jun,38,Subscriber,39116,13.57812575
2017,Jun,39,Customer,679,27.97110947
2017,Jun,39,Subscriber,35603,13.70414712
2017,Jun,40,Customer,855,27.09345029
2017,Jun,40,Subscriber,33450,14.47693323
2017,Jun,41,Customer,503,37.87372432
2017,Jun,41,Subscriber,33019,14.06182148
2017,Jun,42,Customer,493,32.20084517
2017,Jun,42,Subscriber,30188,13.41737832
2017,Jun,43,Customer,510,26.99506536
2017,Jun,43,Subscriber,31458,14.71227245
2017,Jun,44,Customer,718,40.59988394
2017,Jun,44,Subscriber,28950,13.90734945
2017,Jun,45,Customer,518,77.03117761
2017,Jun,45,Subscriber,28339,13.10716915
2017,Jun,46,Customer,603,26.73946932
2017,Jun,46,Subscriber,30208,15.76899938
2017,Jun,47,Customer,595,23.54767507
2017,Jun,47,Subscriber,31486,13.55647113
2017,Jun,48,Customer,515,32.82462783
2017,Jun,48,Subscriber,28848,13.99232009
2017,Jun,49,Customer,349,32.16618911
2017,Jun,49,Subscriber,26334,13.30731627
2017,Jun,50,Customer,440,32.2244697
2017,Jun,50,Subscriber,23899,13.31780828
2017,Jun,51,Customer,402,26.83640133
2017,Jun,51,Subscriber,22910,14.11461298
2017,Jun,52,Customer,262,32.4096056
2017,Jun,52,Subscriber,23575,13.5086299
2017,Jun,53,Customer,373,29.34857015
2017,Jun,53,Subscriber,22550,13.70076053
2017,Jun,54,Customer,390,93.81598291
2017,Jun,54,Subscriber,21366,13.95112328
2017,Jun,55,Customer,273,75.82844933
2017,Jun,55,Subscriber,21155,13.54536043
2017,Jun,56,Customer,261,32.18416347
2017,Jun,56,Subscriber,18229,13.9028398
2017,Jun,57,Customer,288,31.05700231
2017,Jun,57,Subscriber,18407,13.10201463
2017,Jun,58,Customer,185,32.44414414
2017,Jun,58,Subscriber,15467,13.98727398
2017,Jun,59,Customer,256,30.54166667
2017,Jun,59,Subscriber,14114,15.80411412
2017,Jun,60,Customer,147,29.25952381
2017,Jun,60,Subscriber,13264,14.46643923
2017,Jun,61,Customer,104,30.02628205
2017,Jun,61,Subscriber,10880,13.6423943
2017,Jun,62,Customer,75,27.45733333
2017,Jun,62,Subscriber,9388,14.23037033
2017,Jun,63,Customer,98,34.73656463
2017,Jun,63,Subscriber,8960,15.00865699
2017,Jun,64,Customer,50,21.70433333
2017,Jun,64,Subscriber,7994,15.86938746
2017,Jun,65,Customer,44,35.11742424
2017,Jun,65,Subscriber,5475,13.53654795
2017,Jun,66,Customer,36,52.6037037
2017,Jun,66,Subscriber,4884,17.84494267
2017,Jun,67,Customer,21,25.02777778
2017,Jun,67,Subscriber,3714,14.20447855
2017,Jun,68,Customer,19,28.84298246
2017,Jun,68,Subscriber,2880,14.13397569
2017,Jun,69,Customer,6,21.10555556
2017,Jun,69,Subscriber,2645,14.78181474
2017,Jun,70,Customer,39,24.42478632
2017,Jun,70,Subscriber,2559,14.36102644
2017,Jun,71,Customer,4,26.2125
2017,Jun,71,Subscriber,1786,13.40333147
2017,Jun,72,Subscriber,1011,12.97898121
2017,Jun,73,Subscriber,955,14.62300175
2017,Jun,74,Customer,1,23.7
2017,Jun,74,Subscriber,629,16.51923688
2017,Jun,75,Subscriber,903,12.54782207
2017,Jun,76,Customer,1,82.3
2017,Jun,76,Subscriber,656,13.15088923
2017,Jun,77,Subscriber,415,13.14883534
2017,Jun,78,Subscriber,111,14.56771772
2017,Jun,79,Subscriber,225,15.74562963
2017,Jun,80,Subscriber,46,14.97028986
2017,Jun,81,Subscriber,79,12.33333333
2017,Jun,82,Subscriber,64,14.74817708
2017,Jun,83,Subscriber,51,13.41535948
2017,Jun,84,Subscriber,75,16.08466667
2017,Jun,85,Customer,1,3656.166667
2017,Jun,85,Subscriber,97,7.164261168
2017,Jun,86,Subscriber,43,21.73682171
2017,Jun,87,Customer,3,1580.233333
2017,Jun,87,Subscriber,16,22.65729167
2017,Jun,88,Subscriber,25,14.80666667
2017,Jun,89,Customer,1,51.53333333
2017,Jun,89,Subscriber,26,23.00833333
2017,Jun,90,Subscriber,42,16.68730159
2017,Jun,91,Subscriber,41,10.72764228
2017,Jun,94,Subscriber,149,15.65178971
2017,Jun,96,Subscriber,9,8.275925926
2017,Jun,97,Subscriber,4,11.24583333
2017,Jun,99,Subscriber,18,13.63055556
2017,Jun,100,Subscriber,30,15.24222222
2017,Jun,102,Subscriber,4,10.04583333
2017,Jun,104,Subscriber,12,26.97777778
2017,Jun,105,Subscriber,30,13.76611111
2017,Jun,107,Subscriber,46,7.141304348
2017,Jun,110,Subscriber,5,17.26666667
2017,Jun,116,Subscriber,63,16.9994709
2017,Jun,117,Subscriber,158,18.09852321
2017,Jun,118,Subscriber,41,14.44186992
2017,Jun,121,Subscriber,3,5.688888889
2017,Jun,122,Subscriber,15,19.23666667
2017,Jun,124,Subscriber,18,10.0037037
2017,Jun,130,Subscriber,5,24.47666667
2017,Jun,131,Subscriber,22,19.90909091
2017,Jun,132,Subscriber,55,16.61363636
2017,Jul,16,Subscriber,743,14.36846119
2017,Jul,17,Subscriber,2378,17.5758831
2017,Jul,18,Customer,650,51.31484615
2017,Jul,18,Subscriber,3854,17.91293029
2017,Jul,19,Customer,1317,39.00817515
2017,Jul,19,Subscriber,5990,20.02803005
2017,Jul,20,Customer,1177,50.16268762
2017,Jul,20,Subscriber,7073,13.55925821
2017,Jul,21,Customer,1456,46.54456273
2017,Jul,21,Subscriber,11037,13.06819788
2017,Jul,22,Customer,1916,54.19598121
2017,Jul,22,Subscriber,14833,18.82549945
2017,Jul,23,Customer,1947,30.74448725
2017,Jul,23,Subscriber,27619,13.88424816
2017,Jul,24,Customer,2032,29.18557251
2017,Jul,24,Subscriber,42601,13.98923656
2017,Jul,25,Customer,2181,41.67267309
2017,Jul,25,Subscriber,54206,13.98409278
2017,Jul,26,Customer,1949,32.28057978
2017,Jul,26,Subscriber,59553,13.41098042
2017,Jul,27,Customer,2309,60.84717771
2017,Jul,27,Subscriber,64010,15.10183227
2017,Jul,28,Customer,2146,41.43298385
2017,Jul,28,Subscriber,64948,13.83880053
2017,Jul,29,Customer,2174,53.15797301
2017,Jul,29,Subscriber,66446,14.07073037
2017,Jul,30,Customer,3209,232.3188896
2017,Jul,30,Subscriber,62850,19.48131689
2017,Jul,31,Customer,2061,42.90731037
2017,Jul,31,Subscriber,62124,13.69861809
2017,Jul,32,Customer,1637,53.21249236
2017,Jul,32,Subscriber,62428,14.44710066
2017,Jul,33,Customer,1466,35.6837085
2017,Jul,33,Subscriber,56445,13.88338884
2017,Jul,34,Customer,1463,61.15727956
2017,Jul,34,Subscriber,54232,14.22995372
2017,Jul,35,Customer,214810,32.47096535
2017,Jul,35,Subscriber,64156,13.67349559
2017,Jul,36,Customer,1067,84.16896282
2017,Jul,36,Subscriber,46286,14.04193061
2017,Jul,37,Customer,1186,67.89318437
2017,Jul,37,Subscriber,40750,13.65706585
2017,Jul,38,Customer,795,59.07769392
2017,Jul,38,Subscriber,37465,13.90086303
2017,Jul,39,Customer,787,30.0358111
2017,Jul,39,Subscriber,33772,14.34010768
2017,Jul,40,Customer,989,51.94137176
2017,Jul,40,Subscriber,31557,13.85881104
2017,Jul,41,Customer,732,37.46841985
2017,Jul,41,Subscriber,31335,13.57503484
2017,Jul,42,Customer,605,64.96121212
2017,Jul,42,Subscriber,28529,13.99007618
2017,Jul,43,Customer,704,25.62078598
2017,Jul,43,Subscriber,28366,13.8839015
2017,Jul,44,Customer,743,54.07729924
2017,Jul,44,Subscriber,25710,13.4729366
2017,Jul,45,Customer,669,36.11569507
2017,Jul,45,Subscriber,25343,13.49195241
2017,Jul,46,Customer,625,31.20650667
2017,Jul,46,Subscriber,27097,13.41334096
2017,Jul,47,Customer,587,32.70638842
2017,Jul,47,Subscriber,28303,13.30169593
2017,Jul,48,Customer,774,30.56216624
2017,Jul,48,Subscriber,26065,13.61880747
2017,Jul,49,Customer,597,30.57149637
2017,Jul,49,Subscriber,23584,14.09808486
2017,Jul,50,Customer,625,41.86466667
2017,Jul,50,Subscriber,20776,13.28863913
2017,Jul,51,Customer,588,29.45819161
2017,Jul,51,Subscriber,19731,13.39667528
2017,Jul,52,Customer,550,34.81851515
2017,Jul,52,Subscriber,20420,14.66964414
2017,Jul,53,Customer,490,30.61517007
2017,Jul,53,Subscriber,19846,13.4936973
2017,Jul,54,Customer,541,27.66444855
2017,Jul,54,Subscriber,18889,13.66046376
2017,Jul,55,Customer,333,33.80650651
2017,Jul,55,Subscriber,18605,13.30096211
2017,Jul,56,Customer,367,30.13369664
2017,Jul,56,Subscriber,15995,14.18408044
2017,Jul,57,Customer,350,27.91309524
2017,Jul,57,Subscriber,16402,13.66584258
2017,Jul,58,Customer,195,30.48931624
2017,Jul,58,Subscriber,15004,13.54210433
2017,Jul,59,Customer,195,26.30410256
2017,Jul,59,Subscriber,12735,13.83919382
2017,Jul,60,Customer,156,29.58141026
2017,Jul,60,Subscriber,12149,14.69326556
2017,Jul,61,Customer,97,39.60412371
2017,Jul,61,Subscriber,9936,13.6967861
2017,Jul,62,Customer,98,28.85085034
2017,Jul,62,Subscriber,8397,14.69062761
2017,Jul,63,Customer,96,25.7296875
2017,Jul,63,Subscriber,8266,15.25754093
2017,Jul,64,Customer,65,29.66794872
2017,Jul,64,Subscriber,7463,14.35912502
2017,Jul,65,Customer,44,32.71439394
2017,Jul,65,Subscriber,4761,13.87565988
2017,Jul,66,Customer,56,181.9196429
2017,Jul,66,Subscriber,4579,14.19521002
2017,Jul,67,Customer,22,31.8530303
2017,Jul,67,Subscriber,3194,15.68637028
2017,Jul,68,Customer,20,31.71666667
2017,Jul,68,Subscriber,2701,13.65067876
2017,Jul,69,Customer,11,27.13939394
2017,Jul,69,Subscriber,2196,13.92620674
2017,Jul,70,Customer,10,32.92
2017,Jul,70,Subscriber,2574,16.44276742
2017,Jul,71,Customer,18,63.4
2017,Jul,71,Subscriber,1712,13.13020833
2017,Jul,72,Customer,1,3661.933333
2017,Jul,72,Subscriber,1017,17.26443789
2017,Jul,73,Customer,2,28.3
2017,Jul,73,Subscriber,807,12.93638992
2017,Jul,74,Subscriber,636,13.86797694
2017,Jul,75,Customer,6,19.69444444
2017,Jul,75,Subscriber,851,11.93971798
2017,Jul,76,Customer,5,42.09666667
2017,Jul,76,Subscriber,610,13.5879235
2017,Jul,77,Customer,1,27.48333333
2017,Jul,77,Subscriber,511,15.69745597
2017,Jul,78,Subscriber,75,9.804666667
2017,Jul,79,Customer,1,46.03333333
2017,Jul,79,Subscriber,168,10.6780754
2017,Jul,80,Subscriber,78,14.74487179
2017,Jul,81,Subscriber,96,16.96197917
2017,Jul,82,Customer,1,140.15
2017,Jul,82,Subscriber,46,17.40724638
2017,Jul,83,Subscriber,96,13.19583333
2017,Jul,84,Subscriber,61,16.76038251
2017,Jul,85,Subscriber,69,5.720048309
2017,Jul,86,Subscriber,45,17.73888889
2017,Jul,87,Subscriber,3,3.688888889
2017,Jul,88,Subscriber,27,13.44197531
2017,Jul,89,Subscriber,16,19.63854167
2017,Jul,90,Subscriber,22,15.67954545
2017,Jul,91,Subscriber,12,13.42083333
2017,Jul,94,Subscriber,117,20.37578348
2017,Jul,96,Subscriber,8,5.479166667
2017,Jul,99,Subscriber,18,10.46759259
2017,Jul,100,Subscriber,9,16.82222222
2017,Jul,102,Subscriber,4,49.79583333
2017,Jul,104,Subscriber,14,27.45595238
2017,Jul,105,Subscriber,21,12.7047619
2017,Jul,107,Subscriber,46,6.751449275
2017,Jul,116,Subscriber,35,16.90285714
2017,Jul,117,Customer,2,136.1416667
2017,Jul,117,Subscriber,190,14.75929825
2017,Jul,118,Subscriber,37,15.54954955
2017,Jul,121,Subscriber,4,13.55833333
2017,Jul,122,Subscriber,16,15.41979167
2017,Jul,124,Subscriber,12,9.804166667
2017,Jul,130,Subscriber,21,12.12539683
2017,Jul,131,Subscriber,11,20.44848485
2017,Jul,132,Subscriber,59,13.42570621
2017,Jul,143,Customer,6,22.99166667
2017,Aug,16,Subscriber,616,28.68958333
2017,Aug,17,Customer,1,2.25
2017,Aug,17,Subscriber,2898,21.62416609
2017,Aug,18,Customer,943,75.37622835
2017,Aug,18,Subscriber,4357,16.94867646
2017,Aug,19,Customer,1340,137.5934701
2017,Aug,19,Subscriber,6115,17.61128918
2017,Aug,20,Customer,1356,166.3244715
2017,Aug,20,Subscriber,7526,14.68053858
2017,Aug,21,Customer,1560,87.23154915
2017,Aug,21,Subscriber,9835,13.32945094
2017,Aug,22,Customer,1985,84.84230898
2017,Aug,22,Subscriber,16082,16.01913941
2017,Aug,23,Customer,2031,49.43089611
2017,Aug,23,Subscriber,30174,15.63002751
2017,Aug,24,Customer,2287,61.37572511
2017,Aug,24,Subscriber,47731,15.05465141
2017,Aug,25,Customer,2268,54.0680923
2017,Aug,25,Subscriber,59179,13.12141075
2017,Aug,26,Customer,2347,84.37662264
2017,Aug,26,Subscriber,63892,13.1835608
2017,Aug,27,Customer,2564,71.35518721
2017,Aug,27,Subscriber,69483,13.4639461
2017,Aug,28,Customer,2403,60.74495769
2017,Aug,28,Subscriber,69831,13.73690983
2017,Aug,29,Customer,2275,58.82317216
2017,Aug,29,Subscriber,71448,14.21508906
2017,Aug,30,Customer,4006,580.4118905
2017,Aug,30,Subscriber,66073,16.84397182
2017,Aug,31,Customer,2434,50.39067379
2017,Aug,31,Subscriber,66156,15.35698601
2017,Aug,32,Customer,1731,56.11755247
2017,Aug,32,Subscriber,65264,13.81181611
2017,Aug,33,Customer,1583,51.99895768
2017,Aug,33,Subscriber,59496,13.11221343
2017,Aug,34,Customer,1613,258.2145381
2017,Aug,34,Subscriber,55749,15.2136128
2017,Aug,35,Customer,207422,33.37956718
2017,Aug,35,Subscriber,72322,14.69335426
2017,Aug,36,Customer,1188,115.5607323
2017,Aug,36,Subscriber,47858,13.90362496
2017,Aug,37,Customer,1226,92.4947118
2017,Aug,37,Subscriber,42715,14.4939627
2017,Aug,38,Customer,998,132.9829325
2017,Aug,38,Subscriber,39500,13.83297722
2017,Aug,39,Customer,909,112.8757426
2017,Aug,39,Subscriber,35784,13.34509278
2017,Aug,40,Customer,811,27.0593917
2017,Aug,40,Subscriber,33098,13.95204897
2017,Aug,41,Customer,669,47.13858994
2017,Aug,41,Subscriber,32100,14.07753011
2017,Aug,42,Customer,748,100.6208333
2017,Aug,42,Subscriber,30646,14.02037623
2017,Aug,43,Customer,913,35.4269989
2017,Aug,43,Subscriber,29683,15.24453952
2017,Aug,44,Customer,692,38.56127168
2017,Aug,44,Subscriber,26497,13.29124555
2017,Aug,45,Customer,667,31.10722139
2017,Aug,45,Subscriber,25913,13.74404031
2017,Aug,46,Customer,623,39.9670412
2017,Aug,46,Subscriber,27735,13.57622979
2017,Aug,47,Customer,635,28.95624672
2017,Aug,47,Subscriber,29371,14.63379978
2017,Aug,48,Customer,638,28.86371473
2017,Aug,48,Subscriber,27251,14.03412291
2017,Aug,49,Customer,572,72.31564685
2017,Aug,49,Subscriber,23856,13.91692586
2017,Aug,50,Customer,629,27.47784844
2017,Aug,50,Subscriber,21886,13.73550596
2017,Aug,51,Customer,501,28.1749501
2017,Aug,51,Subscriber,20182,14.83649787
2017,Aug,52,Customer,442,25.67831825
2017,Aug,52,Subscriber,21612,14.7457485
2017,Aug,53,Customer,430,26.49422481
2017,Aug,53,Subscriber,20206,13.34324211
2017,Aug,54,Customer,427,51.12872756
2017,Aug,54,Subscriber,19745,13.49337891
2017,Aug,55,Customer,423,43.13664303
2017,Aug,55,Subscriber,19592,13.6027826
2017,Aug,56,Customer,284,26.60786385
2017,Aug,56,Subscriber,16805,15.62246355
2017,Aug,57,Customer,273,28.32814408
2017,Aug,57,Subscriber,16860,16.65777877
2017,Aug,58,Customer,279,24.10955795
2017,Aug,58,Subscriber,15008,13.81348392
2017,Aug,59,Customer,184,24.12762681
2017,Aug,59,Subscriber,13657,14.1802226
2017,Aug,60,Customer,139,26.44172662
2017,Aug,60,Subscriber,12792,14.36525693
2017,Aug,61,Customer,119,27.03809524
2017,Aug,61,Subscriber,10601,13.55145584
2017,Aug,62,Customer,130,32.21320513
2017,Aug,62,Subscriber,8553,14.10305156
2017,Aug,63,Customer,40,22.55541667
2017,Aug,63,Subscriber,8637,13.86007294
2017,Aug,64,Customer,103,27.7907767
2017,Aug,64,Subscriber,7691,16.22896026
2017,Aug,65,Customer,43,27.18449612
2017,Aug,65,Subscriber,5224,14.07800855
2017,Aug,66,Customer,33,27.02171717
2017,Aug,66,Subscriber,4667,14.15090708
2017,Aug,67,Customer,20,31.31916667
2017,Aug,67,Subscriber,3057,13.77915713
2017,Aug,68,Customer,24,28.50972222
2017,Aug,68,Subscriber,2844,15.00439522
2017,Aug,69,Customer,3,156.2666667
2017,Aug,69,Subscriber,2104,14.01299113
2017,Aug,70,Customer,17,24.03235294
2017,Aug,70,Subscriber,2611,17.69299119
2017,Aug,71,Customer,37,19.11441441
2017,Aug,71,Subscriber,1856,14.97825072
2017,Aug,72,Customer,4,52.84583333
2017,Aug,72,Subscriber,988,13.33874831
2017,Aug,73,Customer,24,24.87152778
2017,Aug,73,Subscriber,861,13.50023229
2017,Aug,74,Subscriber,761,15.15705212
2017,Aug,75,Subscriber,889,13.12371579
2017,Aug,76,Customer,3,92.67222222
2017,Aug,76,Subscriber,644,12.60833333
2017,Aug,77,Customer,6,15.33611111
2017,Aug,77,Subscriber,446,13.88310912
2017,Aug,78,Subscriber,76,15.36776316
2017,Aug,79,Subscriber,98,10.05595238
2017,Aug,80,Subscriber,108,22.56234568
2017,Aug,81,Subscriber,77,13.53225108
2017,Aug,82,Subscriber,81,22.82654321
2017,Aug,83,Subscriber,64,12.24348958
2017,Aug,84,Subscriber,37,16.59144144
2017,Aug,85,Subscriber,103,6.040614887
2017,Aug,86,Subscriber,42,13.09325397
2017,Aug,87,Subscriber,2,10.40833333
2017,Aug,88,Subscriber,8,14.77291667
2017,Aug,89,Subscriber,19,19.24561404
2017,Aug,94,Subscriber,162,22.06090535
2017,Aug,96,Subscriber,16,4.935416667
2017,Aug,97,Subscriber,2,11.225
2017,Aug,99,Subscriber,38,10.11973684
2017,Aug,100,Subscriber,20,16.54583333
2017,Aug,101,Customer,1,20.63333333
2017,Aug,102,Subscriber,1,34.85
2017,Aug,104,Subscriber,4,18.27916667
2017,Aug,105,Subscriber,30,14.33611111
2017,Aug,107,Subscriber,22,7.057575758
2017,Aug,110,Subscriber,9,7.814814815
2017,Aug,112,Customer,3,30.41111111
2017,Aug,116,Subscriber,19,19.51754386
2017,Aug,117,Subscriber,218,14.19610092
2017,Aug,118,Subscriber,28,16.16071429
2017,Aug,121,Subscriber,4,6.191666667
2017,Aug,122,Subscriber,20,12.40083333
2017,Aug,124,Subscriber,30,12.09666667
2017,Aug,127,Subscriber,1,98.43333333
2017,Aug,129,Subscriber,13,17.18461538
2017,Aug,130,Subscriber,11,11.15757576
2017,Aug,131,Subscriber,21,24.63968254
2017,Aug,132,Subscriber,42,12.69087302
2017,Sep,16,Subscriber,1089,14.29087848
2017,Sep,17,Subscriber,3064,15.90547759
2017,Sep,18,Customer,309,25.52173679
2017,Sep,18,Subscriber,4891,17.1248654
2017,Sep,19,Customer,932,24.84012876
2017,Sep,19,Subscriber,8810,14.39439084
2017,Sep,20,Customer,662,42.46946123
2017,Sep,20,Subscriber,12314,11.29557956
2017,Sep,21,Customer,876,41.99809741
2017,Sep,21,Subscriber,15339,13.32829063
2017,Sep,22,Customer,1347,61.25966345
2017,Sep,22,Subscriber,20997,13.94927926
2017,Sep,23,Customer,1587,35.40438983
2017,Sep,23,Subscriber,34253,13.48457118
2017,Sep,24,Customer,1978,32.76227671
2017,Sep,24,Subscriber,50293,13.6819395
2017,Sep,25,Customer,1766,26.71226878
2017,Sep,25,Subscriber,60520,13.26357155
2017,Sep,26,Customer,2208,36.32838164
2017,Sep,26,Subscriber,65314,13.39960371
2017,Sep,27,Customer,2556,60.57318075
2017,Sep,27,Subscriber,69907,13.26353846
2017,Sep,28,Customer,2384,40.18689178
2017,Sep,28,Subscriber,68958,13.06979152
2017,Sep,29,Customer,2536,58.65396293
2017,Sep,29,Subscriber,69079,13.94200867
2017,Sep,30,Customer,3858,277.498933
2017,Sep,30,Subscriber,65603,15.19317562
2017,Sep,31,Customer,2028,35.7100263
2017,Sep,31,Subscriber,65355,13.36445286
2017,Sep,32,Customer,2008,48.25236554
2017,Sep,32,Subscriber,65605,14.29540787
2017,Sep,33,Customer,1643,39.92704403
2017,Sep,33,Subscriber,60019,13.1613764
2017,Sep,34,Customer,1635,86.25039755
2017,Sep,34,Subscriber,54130,13.62101392
2017,Sep,35,Customer,188989,31.12349696
2017,Sep,35,Subscriber,72784,13.73505761
2017,Sep,36,Customer,1162,35.92243259
2017,Sep,36,Subscriber,47787,13.51749744
2017,Sep,37,Customer,1217,37.40165708
2017,Sep,37,Subscriber,43908,13.23327829
2017,Sep,38,Customer,1032,47.9005491
2017,Sep,38,Subscriber,41140,13.49939961
2017,Sep,39,Customer,883,37.87404681
2017,Sep,39,Subscriber,37945,13.08388193
2017,Sep,40,Customer,970,23.49161512
2017,Sep,40,Subscriber,34861,13.54934311
2017,Sep,41,Customer,756,90.68818342
2017,Sep,41,Subscriber,35433,13.53702998
2017,Sep,42,Customer,843,24.94790431
2017,Sep,42,Subscriber,32316,12.97563436
2017,Sep,43,Customer,656,57.6523628
2017,Sep,43,Subscriber,31833,13.71668185
2017,Sep,44,Customer,504,52.96329365
2017,Sep,44,Subscriber,30235,13.47565459
2017,Sep,45,Customer,575,24.50121739
