year,month,starthour,season,weekday,trips
2017,Jan,07,Winter,Friday,7641
2017,Jan,07,Winter,Monday,5557
2017,Jan,07,Winter,Saturday,1392
2017,Jan,07,Winter,Sunday,950
2017,Jan,07,Winter,Thursday,9217
2017,Jan,07,Winter,Tuesday,8282
2017,Jan,07,Winter,Wednesday,8550
2017,Jan,08,Winter,Friday,14233
2017,Jan,08,Winter,Monday,10155
2017,Jan,08,Winter,Saturday,2591
2017,Jan,08,Winter,Sunday,1879
2017,Jan,08,Winter,Thursday,15047
2017,Jan,08,Winter,Tuesday,14628
2017,Jan,08,Winter,Wednesday,14924
2017,Jan,09,Winter,Friday,10275
2017,Jan,09,Winter,Monday,7508
2017,Jan,09,Winter,Saturday,4035
2017,Jan,09,Winter,Sunday,3373
2017,Jan,09,Winter,Thursday,9270
2017,Jan,09,Winter,Tuesday,8394
2017,Jan,09,Winter,Wednesday,9741
2017,Jan,10,Winter,Friday,5258
2017,Jan,10,Winter,Monday,4716
2017,Jan,10,Winter,Saturday,5008
2017,Jan,10,Winter,Sunday,4898
2017,Jan,10,Winter,Thursday,5217
2017,Jan,10,Winter,Tuesday,3703
2017,Jan,10,Winter,Wednesday,5192
2017,Jan,11,Winter,Friday,4952
2017,Jan,11,Winter,Monday,4649
2017,Jan,11,Winter,Saturday,5583
2017,Jan,11,Winter,Sunday,6232
2017,Jan,11,Winter,Thursday,4851
2017,Jan,11,Winter,Tuesday,2292
2017,Jan,11,Winter,Wednesday,4649
2017,Jan,12,Winter,Friday,5685
2017,Jan,12,Winter,Monday,5016
2017,Jan,12,Winter,Saturday,6068
2017,Jan,12,Winter,Sunday,7166
2017,Jan,12,Winter,Thursday,5889
2017,Jan,12,Winter,Tuesday,2324
2017,Jan,12,Winter,Wednesday,5685
2017,Jan,13,Winter,Friday,6306
2017,Jan,13,Winter,Monday,5006
2017,Jan,13,Winter,Saturday,5939
2017,Jan,13,Winter,Sunday,7941
2017,Jan,13,Winter,Thursday,6301
2017,Jan,13,Winter,Tuesday,2473
2017,Jan,13,Winter,Wednesday,5971
2017,Jan,14,Winter,Friday,6750
2017,Jan,14,Winter,Monday,5321
2017,Jan,14,Winter,Saturday,5617
2017,Jan,14,Winter,Sunday,8283
2017,Jan,14,Winter,Thursday,6829
2017,Jan,14,Winter,Tuesday,2997
2017,Jan,14,Winter,Wednesday,6361
2017,Jan,15,Winter,Friday,6468
2017,Jan,15,Winter,Monday,5432
2017,Jan,15,Winter,Saturday,5043
2017,Jan,15,Winter,Sunday,7989
2017,Jan,15,Winter,Thursday,7181
2017,Jan,15,Winter,Tuesday,3507
2017,Jan,15,Winter,Wednesday,6785
2017,Jan,16,Winter,Friday,7378
2017,Jan,16,Winter,Monday,5916
2017,Jan,16,Winter,Saturday,4649
2017,Jan,16,Winter,Sunday,6486
2017,Jan,16,Winter,Thursday,8780
2017,Jan,16,Winter,Tuesday,4989
2017,Jan,16,Winter,Wednesday,8905
2017,Jan,17,Winter,Friday,10373
2017,Jan,17,Winter,Monday,7984
2017,Jan,17,Winter,Saturday,3938
2017,Jan,17,Winter,Sunday,5652
2017,Jan,17,Winter,Thursday,14054
2017,Jan,17,Winter,Tuesday,9235
2017,Jan,17,Winter,Wednesday,14623
2017,Jan,18,Winter,Friday,8949
2017,Jan,18,Winter,Monday,7806
2017,Jan,18,Winter,Saturday,3310
2017,Jan,18,Winter,Sunday,4930
2017,Jan,18,Winter,Thursday,14077
2017,Jan,18,Winter,Tuesday,9286
2017,Jan,18,Winter,Wednesday,14378
2017,Jan,19,Winter,Friday,6158
2017,Jan,19,Winter,Monday,5431
2017,Jan,19,Winter,Saturday,2828
2017,Jan,19,Winter,Sunday,3799
2017,Jan,19,Winter,Thursday,9314
2017,Jan,19,Winter,Tuesday,5998
2017,Jan,19,Winter,Wednesday,9301
2017,Jan,20,Winter,Friday,3840
2017,Jan,20,Winter,Monday,3588
2017,Jan,20,Winter,Saturday,2111
2017,Jan,20,Winter,Sunday,3108
2017,Jan,20,Winter,Thursday,6046
2017,Jan,20,Winter,Tuesday,4008
2017,Jan,20,Winter,Wednesday,5982
2017,Jan,21,Winter,Friday,2564
2017,Jan,21,Winter,Monday,2422
2017,Jan,21,Winter,Saturday,1666
2017,Jan,21,Winter,Sunday,2468
2017,Jan,21,Winter,Thursday,4120
2017,Jan,21,Winter,Tuesday,2995
2017,Jan,21,Winter,Wednesday,3465
2017,Jan,22,Winter,Friday,1963
2017,Jan,22,Winter,Monday,1720
2017,Jan,22,Winter,Saturday,1481
2017,Jan,22,Winter,Sunday,1877
2017,Jan,22,Winter,Thursday,2945
2017,Jan,22,Winter,Tuesday,2092
2017,Jan,22,Winter,Wednesday,2269
2017,Jan,23,Winter,Friday,1595
2017,Jan,23,Winter,Monday,852
2017,Jan,23,Winter,Saturday,1322
2017,Jan,23,Winter,Sunday,1208
2017,Jan,23,Winter,Thursday,1775
2017,Jan,23,Winter,Tuesday,1184
2017,Jan,23,Winter,Wednesday,1262
2017,Feb,00,Winter,Friday,743
2017,Feb,00,Winter,Monday,753
2017,Feb,00,Winter,Saturday,1101
2017,Feb,00,Winter,Sunday,1228
2017,Feb,00,Winter,Thursday,598
2017,Feb,00,Winter,Tuesday,628
2017,Feb,00,Winter,Wednesday,731
2017,Feb,01,Winter,Friday,319
2017,Feb,01,Winter,Monday,344
2017,Feb,01,Winter,Saturday,709
2017,Feb,01,Winter,Sunday,908
2017,Feb,01,Winter,Thursday,282
2017,Feb,01,Winter,Tuesday,261
2017,Feb,01,Winter,Wednesday,339
2017,Feb,02,Winter,Friday,224
2017,Feb,02,Winter,Monday,184
2017,Feb,02,Winter,Saturday,395
2017,Feb,02,Winter,Sunday,534
2017,Feb,02,Winter,Thursday,149
2017,Feb,02,Winter,Tuesday,143
2017,Feb,02,Winter,Wednesday,195
2017,Feb,03,Winter,Friday,101
2017,Feb,03,Winter,Monday,94
2017,Feb,03,Winter,Saturday,285
2017,Feb,03,Winter,Sunday,339
2017,Feb,03,Winter,Thursday,69
2017,Feb,03,Winter,Tuesday,61
2017,Feb,03,Winter,Wednesday,76
2017,Feb,04,Winter,Friday,122
2017,Feb,04,Winter,Monday,155
2017,Feb,04,Winter,Saturday,164
2017,Feb,04,Winter,Sunday,192
2017,Feb,04,Winter,Thursday,122
2017,Feb,04,Winter,Tuesday,186
2017,Feb,04,Winter,Wednesday,170
2017,Feb,05,Winter,Friday,724
2017,Feb,05,Winter,Monday,800
2017,Feb,05,Winter,Saturday,183
2017,Feb,05,Winter,Sunday,136
2017,Feb,05,Winter,Thursday,849
2017,Feb,05,Winter,Tuesday,1177
2017,Feb,05,Winter,Wednesday,1152
2017,Feb,06,Winter,Friday,2844
2017,Feb,06,Winter,Monday,2989
2017,Feb,06,Winter,Saturday,511
2017,Feb,06,Winter,Sunday,379
2017,Feb,06,Winter,Thursday,3155
2017,Feb,06,Winter,Tuesday,3768
2017,Feb,06,Winter,Wednesday,4296
2017,Feb,07,Winter,Friday,6119
2017,Feb,07,Winter,Monday,6486
2017,Feb,07,Winter,Saturday,1266
2017,Feb,07,Winter,Sunday,932
2017,Feb,07,Winter,Thursday,6958
2017,Feb,07,Winter,Tuesday,8076
2017,Feb,07,Winter,Wednesday,9192
2017,Feb,08,Winter,Friday,11084
2017,Feb,08,Winter,Monday,11763
2017,Feb,08,Winter,Saturday,2612
2017,Feb,08,Winter,Sunday,2139
2017,Feb,08,Winter,Thursday,11901
2017,Feb,08,Winter,Tuesday,13916
2017,Feb,08,Winter,Wednesday,16586
2017,Feb,09,Winter,Friday,8193
2017,Feb,09,Winter,Monday,8457
2017,Feb,09,Winter,Saturday,4375
2017,Feb,09,Winter,Sunday,3560
2017,Feb,09,Winter,Thursday,8021
2017,Feb,09,Winter,Tuesday,9649
2017,Feb,09,Winter,Wednesday,11179
2017,Feb,10,Winter,Friday,4417
2017,Feb,10,Winter,Monday,5282
2017,Feb,10,Winter,Saturday,5617
2017,Feb,10,Winter,Sunday,4869
2017,Feb,10,Winter,Thursday,4181
2017,Feb,10,Winter,Tuesday,5099
2017,Feb,10,Winter,Wednesday,5761
2017,Feb,11,Winter,Friday,4285
2017,Feb,11,Winter,Monday,5336
2017,Feb,11,Winter,Saturday,7004
2017,Feb,11,Winter,Sunday,6237
2017,Feb,11,Winter,Thursday,3705
2017,Feb,11,Winter,Tuesday,4007
2017,Feb,11,Winter,Wednesday,5282
2017,Feb,12,Winter,Friday,5132
2017,Feb,12,Winter,Monday,6182
2017,Feb,12,Winter,Saturday,8297
2017,Feb,12,Winter,Sunday,7410
2017,Feb,12,Winter,Thursday,4314
2017,Feb,12,Winter,Tuesday,4815
2017,Feb,12,Winter,Wednesday,6340
2017,Feb,13,Winter,Friday,5396
2017,Feb,13,Winter,Monday,6711
2017,Feb,13,Winter,Saturday,8893
2017,Feb,13,Winter,Sunday,7975
2017,Feb,13,Winter,Thursday,4606
2017,Feb,13,Winter,Tuesday,5490
2017,Feb,13,Winter,Wednesday,6673
2017,Feb,14,Winter,Friday,5923
2017,Feb,14,Winter,Monday,7215
2017,Feb,14,Winter,Saturday,9126
2017,Feb,14,Winter,Sunday,8474
2017,Feb,14,Winter,Thursday,4891
2017,Feb,14,Winter,Tuesday,5856
2017,Feb,14,Winter,Wednesday,7128
2017,Feb,15,Winter,Friday,6646
2017,Feb,15,Winter,Monday,7582
2017,Feb,15,Winter,Saturday,9538
2017,Feb,15,Winter,Sunday,8393
2017,Feb,15,Winter,Thursday,5389
2017,Feb,15,Winter,Tuesday,6373
2017,Feb,15,Winter,Wednesday,7351
2017,Feb,16,Winter,Friday,8404
2017,Feb,16,Winter,Monday,8735
2017,Feb,16,Winter,Saturday,8904
2017,Feb,16,Winter,Sunday,8361
2017,Feb,16,Winter,Thursday,6783
2017,Feb,16,Winter,Tuesday,8061
2017,Feb,16,Winter,Wednesday,9315
2017,Feb,17,Winter,Friday,11476
2017,Feb,17,Winter,Monday,13356
2017,Feb,17,Winter,Saturday,7300
2017,Feb,17,Winter,Sunday,7329
2017,Feb,17,Winter,Thursday,11026
2017,Feb,17,Winter,Tuesday,13601
2017,Feb,17,Winter,Wednesday,15128
2017,Feb,18,Winter,Friday,9479
2017,Feb,18,Winter,Monday,12221
2017,Feb,18,Winter,Saturday,4429
2017,Feb,18,Winter,Sunday,5537
2017,Feb,18,Winter,Thursday,10621
2017,Feb,18,Winter,Tuesday,13432
2017,Feb,18,Winter,Wednesday,14080
2017,Feb,19,Winter,Friday,6001
2017,Feb,19,Winter,Monday,8219
2017,Feb,19,Winter,Saturday,3173
2017,Feb,19,Winter,Sunday,3816
2017,Feb,19,Winter,Thursday,6978
2017,Feb,19,Winter,Tuesday,8594
2017,Feb,19,Winter,Wednesday,9623
2017,Feb,20,Winter,Friday,3662
2017,Feb,20,Winter,Monday,5413
2017,Feb,20,Winter,Saturday,2476
2017,Feb,20,Winter,Sunday,2807
2017,Feb,20,Winter,Thursday,4623
2017,Feb,20,Winter,Tuesday,5738
2017,Feb,20,Winter,Wednesday,6451
2017,Feb,21,Winter,Friday,2434
2017,Feb,21,Winter,Monday,3642
2017,Feb,21,Winter,Saturday,2059
2017,Feb,21,Winter,Sunday,2236
2017,Feb,21,Winter,Thursday,3217
2017,Feb,21,Winter,Tuesday,3922
2017,Feb,21,Winter,Wednesday,4406
2017,Feb,22,Winter,Friday,2061
2017,Feb,22,Winter,Monday,2357
2017,Feb,22,Winter,Saturday,1990
2017,Feb,22,Winter,Sunday,2207
2017,Feb,22,Winter,Thursday,2259
2017,Feb,22,Winter,Tuesday,2765
2017,Feb,22,Winter,Wednesday,3065
2017,Feb,23,Winter,Friday,1606
2017,Feb,23,Winter,Monday,1272
2017,Feb,23,Winter,Saturday,1670
2017,Feb,23,Winter,Sunday,1539
2017,Feb,23,Winter,Thursday,1374
2017,Feb,23,Winter,Tuesday,1581
2017,Feb,23,Winter,Wednesday,1301
2017,Mar,00,Spring,Friday,946
2017,Mar,00,Spring,Monday,383
2017,Mar,00,Spring,Saturday,906
2017,Mar,00,Spring,Sunday,777
2017,Mar,00,Spring,Thursday,929
2017,Mar,00,Spring,Tuesday,533
2017,Mar,00,Spring,Wednesday,855
2017,Mar,01,Spring,Friday,382
2017,Mar,01,Spring,Monday,187
2017,Mar,01,Spring,Saturday,574
2017,Mar,01,Spring,Sunday,531
2017,Mar,01,Spring,Thursday,406
2017,Mar,01,Spring,Tuesday,230
2017,Mar,01,Spring,Wednesday,387
2017,Mar,02,Spring,Friday,198
2017,Mar,02,Spring,Monday,95
2017,Mar,02,Spring,Saturday,357
2017,Mar,02,Spring,Sunday,234
2017,Mar,02,Spring,Thursday,207
2017,Mar,02,Spring,Tuesday,100
2017,Mar,02,Spring,Wednesday,168
2017,Mar,03,Spring,Friday,84
2017,Mar,03,Spring,Monday,66
2017,Mar,03,Spring,Saturday,228
2017,Mar,03,Spring,Sunday,207
2017,Mar,03,Spring,Thursday,131
2017,Mar,03,Spring,Tuesday,62
2017,Mar,03,Spring,Wednesday,91
2017,Mar,04,Spring,Friday,149
2017,Mar,04,Spring,Monday,130
2017,Mar,04,Spring,Saturday,134
2017,Mar,04,Spring,Sunday,123
2017,Mar,04,Spring,Thursday,194
2017,Mar,04,Spring,Tuesday,99
2017,Mar,04,Spring,Wednesday,205
2017,Mar,05,Spring,Friday,823
2017,Mar,05,Spring,Monday,800
2017,Mar,05,Spring,Saturday,141
2017,Mar,05,Spring,Sunday,117
2017,Mar,05,Spring,Thursday,1050
2017,Mar,05,Spring,Tuesday,589
2017,Mar,05,Spring,Wednesday,1145
2017,Mar,06,Spring,Friday,3258
2017,Mar,06,Spring,Monday,2861
2017,Mar,06,Spring,Saturday,458
2017,Mar,06,Spring,Sunday,303
2017,Mar,06,Spring,Thursday,4179
2017,Mar,06,Spring,Tuesday,2593
2017,Mar,06,Spring,Wednesday,4202
2017,Mar,07,Spring,Friday,5689
2017,Mar,07,Spring,Monday,5801
2017,Mar,07,Spring,Saturday,1139
2017,Mar,07,Spring,Sunday,638
2017,Mar,07,Spring,Thursday,9380
2017,Mar,07,Spring,Tuesday,5753
2017,Mar,07,Spring,Wednesday,9352
2017,Mar,08,Spring,Friday,10129
2017,Mar,08,Spring,Monday,10668
2017,Mar,08,Spring,Saturday,2168
2017,Mar,08,Spring,Sunday,1349
2017,Mar,08,Spring,Thursday,16433
2017,Mar,08,Spring,Tuesday,10176
2017,Mar,08,Spring,Wednesday,16720
2017,Mar,09,Spring,Friday,7131
2017,Mar,09,Spring,Monday,6993
2017,Mar,09,Spring,Saturday,3472
2017,Mar,09,Spring,Sunday,2436
2017,Mar,09,Spring,Thursday,11465
2017,Mar,09,Spring,Tuesday,6552
2017,Mar,09,Spring,Wednesday,11652
2017,Mar,10,Spring,Friday,3803
2017,Mar,10,Spring,Monday,3600
2017,Mar,10,Spring,Saturday,4554
2017,Mar,10,Spring,Sunday,3430
2017,Mar,10,Spring,Thursday,6348
2017,Mar,10,Spring,Tuesday,3014
2017,Mar,10,Spring,Wednesday,5853
2017,Mar,11,Spring,Friday,3462
2017,Mar,11,Spring,Monday,3646
2017,Mar,11,Spring,Saturday,5368
2017,Mar,11,Spring,Sunday,4374
2017,Mar,11,Spring,Thursday,5717
2017,Mar,11,Spring,Tuesday,2086
2017,Mar,11,Spring,Wednesday,4679
2017,Mar,12,Spring,Friday,3819
2017,Mar,12,Spring,Monday,4385
2017,Mar,12,Spring,Saturday,5969
2017,Mar,12,Spring,Sunday,5083
2017,Mar,12,Spring,Thursday,6610
2017,Mar,12,Spring,Tuesday,2886
2017,Mar,12,Spring,Wednesday,5994
2017,Mar,13,Spring,Friday,4041
2017,Mar,13,Spring,Monday,4905
2017,Mar,13,Spring,Saturday,6152
2017,Mar,13,Spring,Sunday,5150
2017,Mar,13,Spring,Thursday,6918
2017,Mar,13,Spring,Tuesday,3164
2017,Mar,13,Spring,Wednesday,6709
2017,Mar,14,Spring,Friday,5035
2017,Mar,14,Spring,Monday,5628
2017,Mar,14,Spring,Saturday,5744
2017,Mar,14,Spring,Sunday,5300
2017,Mar,14,Spring,Thursday,7319
2017,Mar,14,Spring,Tuesday,3439
2017,Mar,14,Spring,Wednesday,7470
2017,Mar,15,Spring,Friday,5720
2017,Mar,15,Spring,Monday,6085
2017,Mar,15,Spring,Saturday,5446
2017,Mar,15,Spring,Sunday,5391
2017,Mar,15,Spring,Thursday,7749
2017,Mar,15,Spring,Tuesday,4221
2017,Mar,15,Spring,Wednesday,7678
2017,Mar,16,Spring,Friday,7709
2017,Mar,16,Spring,Monday,7693
2017,Mar,16,Spring,Saturday,4674
2017,Mar,16,Spring,Sunday,5314
2017,Mar,16,Spring,Thursday,9772
2017,Mar,16,Spring,Tuesday,6145
2017,Mar,16,Spring,Wednesday,9718
2017,Mar,17,Spring,Friday,10965
2017,Mar,17,Spring,Monday,13710
2017,Mar,17,Spring,Saturday,4348
2017,Mar,17,Spring,Sunday,5218
2017,Mar,17,Spring,Thursday,15622
2017,Mar,17,Spring,Tuesday,11125
2017,Mar,17,Spring,Wednesday,16953
2017,Mar,18,Spring,Friday,9220
2017,Mar,18,Spring,Monday,13986
2017,Mar,18,Spring,Saturday,3834
2017,Mar,18,Spring,Sunday,4612
2017,Mar,18,Spring,Thursday,15233
2017,Mar,18,Spring,Tuesday,9979
2017,Mar,18,Spring,Wednesday,16743
2017,Mar,19,Spring,Friday,5874
2017,Mar,19,Spring,Monday,9119
2017,Mar,19,Spring,Saturday,2881
2017,Mar,19,Spring,Sunday,3439
2017,Mar,19,Spring,Thursday,9620
2017,Mar,19,Spring,Tuesday,5680
2017,Mar,19,Spring,Wednesday,10463
2017,Mar,20,Spring,Friday,3555
2017,Mar,20,Spring,Monday,5533
2017,Mar,20,Spring,Saturday,2040
2017,Mar,20,Spring,Sunday,2208
2017,Mar,20,Spring,Thursday,6185
2017,Mar,20,Spring,Tuesday,3679
2017,Mar,20,Spring,Wednesday,6684
2017,Mar,21,Spring,Friday,2369
2017,Mar,21,Spring,Monday,3713
2017,Mar,21,Spring,Saturday,1516
2017,Mar,21,Spring,Sunday,1657
2017,Mar,21,Spring,Thursday,4221
2017,Mar,21,Spring,Tuesday,2753
2017,Mar,21,Spring,Wednesday,4628
2017,Mar,22,Spring,Friday,1806
2017,Mar,22,Spring,Monday,2477
2017,Mar,22,Spring,Saturday,1335
2017,Mar,22,Spring,Sunday,1156
2017,Mar,22,Spring,Thursday,3093
2017,Mar,22,Spring,Tuesday,2054
2017,Mar,22,Spring,Wednesday,3160
2017,Mar,23,Spring,Friday,1412
2017,Mar,23,Spring,Monday,1099
2017,Mar,23,Spring,Saturday,1145
2017,Mar,23,Spring,Sunday,757
2017,Mar,23,Spring,Thursday,1841
2017,Mar,23,Spring,Tuesday,1184
2017,Mar,23,Spring,Wednesday,1909
2017,Apr,00,Spring,Friday,1394
2017,Apr,00,Spring,Monday,945
2017,Apr,00,Spring,Saturday,2147
2017,Apr,00,Spring,Sunday,2777
2017,Apr,00,Spring,Thursday,1127
2017,Apr,00,Spring,Tuesday,768
2017,Apr,00,Spring,Wednesday,907
2017,Apr,01,Spring,Friday,538
2017,Apr,01,Spring,Monday,419
2017,Apr,01,Spring,Saturday,1314
2017,Apr,01,Spring,Sunday,1881
2017,Apr,01,Spring,Thursday,468
2017,Apr,01,Spring,Tuesday,332
2017,Apr,01,Spring,Wednesday,451
2017,Apr,02,Spring,Friday,375
2017,Apr,02,Spring,Monday,234
2017,Apr,02,Spring,Saturday,910
2017,Apr,02,Spring,Sunday,1165
2017,Apr,02,Spring,Thursday,260
2017,Apr,02,Spring,Tuesday,166
2017,Apr,02,Spring,Wednesday,213
2017,Apr,03,Spring,Friday,178
2017,Apr,03,Spring,Monday,132
2017,Apr,03,Spring,Saturday,495
2017,Apr,03,Spring,Sunday,666
2017,Apr,03,Spring,Thursday,152
2017,Apr,03,Spring,Tuesday,90
2017,Apr,03,Spring,Wednesday,100
2017,Apr,04,Spring,Friday,219
2017,Apr,04,Spring,Monday,238
2017,Apr,04,Spring,Saturday,298
2017,Apr,04,Spring,Sunday,399
2017,Apr,04,Spring,Thursday,218
2017,Apr,04,Spring,Tuesday,200
2017,Apr,04,Spring,Wednesday,189
2017,Apr,05,Spring,Friday,1055
2017,Apr,05,Spring,Monday,1312
2017,Apr,05,Spring,Saturday,268
2017,Apr,05,Spring,Sunday,290
2017,Apr,05,Spring,Thursday,1058
2017,Apr,05,Spring,Tuesday,1119
2017,Apr,05,Spring,Wednesday,1255
2017,Apr,06,Spring,Friday,3807
2017,Apr,06,Spring,Monday,5040
2017,Apr,06,Spring,Saturday,899
2017,Apr,06,Spring,Sunday,805
2017,Apr,06,Spring,Thursday,4005
2017,Apr,06,Spring,Tuesday,4414
2017,Apr,06,Spring,Wednesday,4634
2017,Apr,07,Spring,Friday,7830
2017,Apr,07,Spring,Monday,10976
2017,Apr,07,Spring,Saturday,2404
2017,Apr,07,Spring,Sunday,2135
2017,Apr,07,Spring,Thursday,7192
2017,Apr,07,Spring,Tuesday,9138
2017,Apr,07,Spring,Wednesday,9425
2017,Apr,08,Spring,Friday,15284
2017,Apr,08,Spring,Monday,18874
2017,Apr,08,Spring,Saturday,5353
2017,Apr,08,Spring,Sunday,4564
2017,Apr,08,Spring,Thursday,13401
2017,Apr,08,Spring,Tuesday,16907
2017,Apr,08,Spring,Wednesday,18385
2017,Apr,09,Spring,Friday,13106
2017,Apr,09,Spring,Monday,12923
2017,Apr,09,Spring,Saturday,8721
2017,Apr,09,Spring,Sunday,8141
2017,Apr,09,Spring,Thursday,10820
2017,Apr,09,Spring,Tuesday,12510
2017,Apr,09,Spring,Wednesday,12943
2017,Apr,10,Spring,Friday,8358
2017,Apr,10,Spring,Monday,7269
2017,Apr,10,Spring,Saturday,12188
2017,Apr,10,Spring,Sunday,12556
2017,Apr,10,Spring,Thursday,6347
2017,Apr,10,Spring,Tuesday,6286
2017,Apr,10,Spring,Wednesday,7604
2017,Apr,11,Spring,Friday,8636
2017,Apr,11,Spring,Monday,7298
2017,Apr,11,Spring,Saturday,15283
2017,Apr,11,Spring,Sunday,16249
2017,Apr,11,Spring,Thursday,6207
2017,Apr,11,Spring,Tuesday,6485
2017,Apr,11,Spring,Wednesday,6001
2017,Apr,12,Spring,Friday,10145
2017,Apr,12,Spring,Monday,8707
2017,Apr,12,Spring,Saturday,16137
2017,Apr,12,Spring,Sunday,19623
2017,Apr,12,Spring,Thursday,7433
2017,Apr,12,Spring,Tuesday,7706
2017,Apr,12,Spring,Wednesday,6989
2017,Apr,13,Spring,Friday,10650
2017,Apr,13,Spring,Monday,9193
2017,Apr,13,Spring,Saturday,16803
2017,Apr,13,Spring,Sunday,21372
2017,Apr,13,Spring,Thursday,7965
2017,Apr,13,Spring,Tuesday,8273
2017,Apr,13,Spring,Wednesday,7804
2017,Apr,14,Spring,Friday,11703
2017,Apr,14,Spring,Monday,9733
2017,Apr,14,Spring,Saturday,16078
2017,Apr,14,Spring,Sunday,21969
2017,Apr,14,Spring,Thursday,8814
2017,Apr,14,Spring,Tuesday,8404
2017,Apr,14,Spring,Wednesday,8391
2017,Apr,15,Spring,Friday,12633
2017,Apr,15,Spring,Monday,10248
2017,Apr,15,Spring,Saturday,16252
2017,Apr,15,Spring,Sunday,21910
2017,Apr,15,Spring,Thursday,9508
2017,Apr,15,Spring,Tuesday,8144
2017,Apr,15,Spring,Wednesday,9138
2017,Apr,16,Spring,Friday,15739
2017,Apr,16,Spring,Monday,13436
2017,Apr,16,Spring,Saturday,16060
2017,Apr,16,Spring,Sunday,20073
2017,Apr,16,Spring,Thursday,11299
2017,Apr,16,Spring,Tuesday,10183
2017,Apr,16,Spring,Wednesday,11933
2017,Apr,17,Spring,Friday,20688
2017,Apr,17,Spring,Monday,22686
2017,Apr,17,Spring,Saturday,15272
2017,Apr,17,Spring,Sunday,18768
2017,Apr,17,Spring,Thursday,18287
2017,Apr,17,Spring,Tuesday,16788
2017,Apr,17,Spring,Wednesday,20688
2017,Apr,18,Spring,Friday,17796
2017,Apr,18,Spring,Monday,22124
2017,Apr,18,Spring,Saturday,13572
2017,Apr,18,Spring,Sunday,16456
2017,Apr,18,Spring,Thursday,19815
2017,Apr,18,Spring,Tuesday,16885
2017,Apr,18,Spring,Wednesday,20924
2017,Apr,19,Spring,Friday,11606
2017,Apr,19,Spring,Monday,14378
2017,Apr,19,Spring,Saturday,11426
2017,Apr,19,Spring,Sunday,12058
2017,Apr,19,Spring,Thursday,12443
2017,Apr,19,Spring,Tuesday,10839
2017,Apr,19,Spring,Wednesday,13572
2017,Apr,20,Spring,Friday,7027
2017,Apr,20,Spring,Monday,8660
2017,Apr,20,Spring,Saturday,7848
2017,Apr,20,Spring,Sunday,7949
2017,Apr,20,Spring,Thursday,7892
2017,Apr,20,Spring,Tuesday,6402
2017,Apr,20,Spring,Wednesday,8334
2017,Apr,21,Spring,Friday,4784
2017,Apr,21,Spring,Monday,5566
2017,Apr,21,Spring,Saturday,5766
2017,Apr,21,Spring,Sunday,5513
2017,Apr,21,Spring,Thursday,5581
2017,Apr,21,Spring,Tuesday,4427
2017,Apr,21,Spring,Wednesday,5775
2017,Apr,22,Spring,Friday,3685
2017,Apr,22,Spring,Monday,3654
2017,Apr,22,Spring,Saturday,4886
2017,Apr,22,Spring,Sunday,4083
2017,Apr,22,Spring,Thursday,4198
2017,Apr,22,Spring,Tuesday,3194
2017,Apr,22,Spring,Wednesday,4251
2017,Apr,23,Spring,Friday,2842
2017,Apr,23,Spring,Monday,1803
2017,Apr,23,Spring,Saturday,4233
2017,Apr,23,Spring,Sunday,2449
2017,Apr,23,Spring,Thursday,2744
2017,Apr,23,Spring,Tuesday,1782
2017,Apr,23,Spring,Wednesday,2432
