year,month,age,usertype,Trips,Avgtripdur
2018,May,23,Customer,3006,70.48540696
2018,May,23,Subscriber,23675,14.95066315
2018,May,24,Customer,3531,50.99674785
2018,May,24,Subscriber,36784,13.37270643
2018,May,25,Customer,3714,32.35512027
2018,May,25,Subscriber,50563,14.53460765
2018,May,26,Customer,3731,50.65770124
2018,May,26,Subscriber,58248,13.33159221
2018,May,27,Customer,3619,92.26373308
2018,May,27,Subscriber,62966,13.6889893
2018,May,28,Customer,3663,61.88161343
2018,May,28,Subscriber,65321,13.65170798
2018,May,29,Customer,3422,59.38740503
2018,May,29,Subscriber,65142,13.67522438
2018,May,30,Customer,4923,207.0158643
2018,May,30,Subscriber,65855,14.96184496
2018,May,31,Customer,3323,60.93018858
2018,May,31,Subscriber,62548,13.40901947
2018,May,32,Customer,3346,39.87456665
2018,May,32,Subscriber,60898,13.82310886
2018,May,33,Customer,2478,69.10657789
2018,May,33,Subscriber,60346,13.53145969
2018,May,34,Customer,2545,38.72055665
2018,May,34,Subscriber,53793,13.48392697
2018,May,35,Customer,2370,103.8246273
2018,May,35,Subscriber,50687,14.99273581
2018,May,36,Customer,1876,187.877683
2018,May,36,Subscriber,48446,14.12796378
2018,May,37,Customer,1755,71.68415954
2018,May,37,Subscriber,46243,13.11870193
2018,May,38,Customer,1534,100.3184811
2018,May,38,Subscriber,42001,13.90238645
2018,May,39,Customer,1438,45.05440427
2018,May,39,Subscriber,38962,14.10263376
2018,May,40,Customer,1472,30.18765851
2018,May,40,Subscriber,35311,12.98767004
2018,May,41,Customer,1363,37.4724627
2018,May,41,Subscriber,33755,16.23465758
2018,May,42,Customer,1107,31.05772358
2018,May,42,Subscriber,33293,13.97556093
2018,May,43,Customer,1051,32.63295274
2018,May,43,Subscriber,31794,13.50539095
2018,May,44,Customer,848,84.16350236
2018,May,44,Subscriber,30289,13.28321393
2018,May,45,Customer,1067,98.29418932
2018,May,45,Subscriber,29956,13.44102628
2018,May,46,Customer,877,28.88618396
2018,May,46,Subscriber,28278,13.23586887
2018,May,47,Customer,910,60.39318681
2018,May,47,Subscriber,30596,14.07791705
2018,May,48,Customer,1031,45.46779825
2018,May,48,Subscriber,32075,14.19158275
2018,May,49,Customer,167540,39.17937478
2018,May,49,Subscriber,51880,14.22509445
2018,May,50,Customer,754,29.75236516
2018,May,50,Subscriber,26117,13.58046994
2018,May,51,Customer,752,25.2829344
2018,May,51,Subscriber,25987,13.40554572
2018,May,52,Customer,604,27.41092715
2018,May,52,Subscriber,23258,13.43676584
2018,May,53,Customer,698,27.77301815
2018,May,53,Subscriber,23222,13.7812369
2018,May,54,Customer,501,34.50335995
2018,May,54,Subscriber,22586,13.70548127
2018,May,55,Customer,590,274.8887571
2018,May,55,Subscriber,22502,14.30409371
2018,May,56,Customer,554,55.99070397
2018,May,56,Subscriber,20840,14.14482965
2018,May,57,Customer,430,32.68050388
2018,May,57,Subscriber,17786,14.41703212
2018,May,58,Customer,428,151.8934579
2018,May,58,Subscriber,19051,13.2874626
2018,May,59,Customer,238,35.55063025
2018,May,59,Subscriber,16463,13.3639768
2018,May,60,Customer,280,29.84142857
2018,May,60,Subscriber,14053,14.83963092
2018,May,61,Customer,264,66.90732323
2018,May,61,Subscriber,13698,19.09440064
2018,May,62,Customer,220,54.15219697
2018,May,62,Subscriber,12002,12.83250986
2018,May,63,Customer,145,74.25988506
2018,May,63,Subscriber,9305,14.17479312
2018,May,64,Customer,131,34.4389313
2018,May,64,Subscriber,8747,14.38314279
2018,May,65,Customer,85,382.21
2018,May,65,Subscriber,7685,14.0084884
2018,May,66,Customer,187,20.84046346
2018,May,66,Subscriber,4852,13.13538403
2018,May,67,Customer,80,28.56770833
2018,May,67,Subscriber,4624,14.7527177
2018,May,68,Customer,49,242.6642857
2018,May,68,Subscriber,3668,13.96415394
2018,May,69,Customer,40,141.0758333
2018,May,69,Subscriber,2468,14.47589816
2018,May,70,Customer,32,243.6484375
2018,May,70,Subscriber,2713,14.40886473
2018,May,71,Customer,43,32.0879845
2018,May,71,Subscriber,2122,13.52880145
2018,May,72,Customer,14,330.7202381
2018,May,72,Subscriber,2021,13.04148936
2018,May,73,Customer,13,34.11025641
2018,May,73,Subscriber,951,12.45063091
2018,May,74,Customer,23,36.91449275
2018,May,74,Subscriber,907,14.86833885
2018,May,75,Customer,7,78.05238095
2018,May,75,Subscriber,715,15.04738928
2018,May,76,Customer,9,50.75185185
2018,May,76,Subscriber,833,11.83973589
2018,May,77,Customer,1,66.71666667
2018,May,77,Subscriber,688,13.12696221
2018,May,78,Customer,3,1501.566667
2018,May,78,Subscriber,390,97.86764957
2018,May,79,Subscriber,171,14.36569201
2018,May,80,Customer,2,2962.125
2018,May,80,Subscriber,157,12.39883227
2018,May,81,Subscriber,188,12.48785461
2018,May,82,Subscriber,76,12.05219298
2018,May,83,Subscriber,80,62.051875
2018,May,84,Subscriber,97,12.65515464
2018,May,85,Customer,3,47.55
2018,May,85,Subscriber,41,9.321138211
2018,May,86,Subscriber,81,7.755555556
2018,May,87,Customer,2,46.95
2018,May,87,Subscriber,28,19.88690476
2018,May,88,Customer,1,20.11666667
2018,May,88,Subscriber,4,7.179166667
2018,May,89,Subscriber,23,10.39275362
2018,May,92,Subscriber,4,9
2018,May,93,Customer,2,880.825
2018,May,94,Customer,7,17.28333333
2018,May,94,Subscriber,4,18.125
2018,May,95,Subscriber,143,11.29592075
2018,May,97,Customer,1,120.4833333
2018,May,97,Subscriber,12,4.209722222
2018,May,99,Customer,8,29.51875
2018,May,99,Subscriber,7,30.49285714
2018,May,100,Customer,3,28202.63333
2018,May,100,Subscriber,12,11.28055556
2018,May,101,Subscriber,11,16.45757576
2018,May,102,Subscriber,11,31.29393939
2018,May,103,Subscriber,1,32.13333333
2018,May,105,Subscriber,9,25.62037037
2018,May,106,Subscriber,53,13.41383648
2018,May,108,Subscriber,25,6.926666667
2018,May,117,Subscriber,45,23.34851852
2018,May,118,Customer,18,20.19351852
2018,May,118,Subscriber,1105,5.56199095
2018,May,119,Subscriber,28,15.99821429
2018,May,121,Customer,2,15.5
2018,May,123,Subscriber,8,18.69791667
2018,May,124,Subscriber,43,10.07984496
2018,May,128,Subscriber,4,12.6375
2018,May,129,Subscriber,5,14.38666667
2018,May,130,Subscriber,31,17.42096774
2018,May,131,Subscriber,80,11.4925
2018,May,132,Subscriber,14,21.27380952
2018,May,133,Subscriber,30,22.14388889
2018,Jun,16,Customer,269,28.88451053
2018,Jun,16,Subscriber,318,40.18574423
2018,Jun,17,Customer,443,111.0995109
2018,Jun,17,Subscriber,2117,20.02930247
2018,Jun,18,Customer,1294,43.10897733
2018,Jun,18,Subscriber,3570,14.77122316
2018,Jun,19,Customer,1486,69.22589726
2018,Jun,19,Subscriber,6785,13.1499607
2018,Jun,20,Customer,1767,67.23259762
2018,Jun,20,Subscriber,7986,22.74298773
2018,Jun,21,Customer,2920,54.81967466
2018,Jun,21,Subscriber,11142,16.78707892
2018,Jun,22,Customer,3193,38.18910116
2018,Jun,22,Subscriber,12850,17.76412451
2018,Jun,23,Customer,3670,59.46608992
2018,Jun,23,Subscriber,27044,15.07586772
2018,Jun,24,Customer,4293,52.85594378
2018,Jun,24,Subscriber,42641,13.87077461
2018,Jun,25,Customer,4310,62.78022042
2018,Jun,25,Subscriber,57318,13.75603097
2018,Jun,26,Customer,4548,50.01201261
2018,Jun,26,Subscriber,63722,13.31584094
2018,Jun,27,Customer,4238,43.35621362
2018,Jun,27,Subscriber,67890,15.82783621
2018,Jun,28,Customer,4499,70.42419797
2018,Jun,28,Subscriber,71780,14.62663927
2018,Jun,29,Customer,4251,50.14679291
2018,Jun,29,Subscriber,72388,14.28212365
2018,Jun,30,Customer,6233,328.1249051
2018,Jun,30,Subscriber,73274,15.06146769
2018,Jun,31,Customer,3990,63.69940267
2018,Jun,31,Subscriber,70260,15.31267767
2018,Jun,32,Customer,3443,68.22808597
2018,Jun,32,Subscriber,66144,13.22967667
2018,Jun,33,Customer,3312,60.78445048
2018,Jun,33,Subscriber,65992,14.1379993
2018,Jun,34,Customer,2821,104.5033971
2018,Jun,34,Subscriber,59367,13.59922123
2018,Jun,35,Customer,2875,120.5069507
2018,Jun,35,Subscriber,53696,14.3943295
2018,Jun,36,Customer,2170,81.40268049
2018,Jun,36,Subscriber,53792,14.58254852
2018,Jun,37,Customer,2096,64.34580948
2018,Jun,37,Subscriber,48087,15.91863601
2018,Jun,38,Customer,1898,119.4250878
2018,Jun,38,Subscriber,44087,13.87081453
2018,Jun,39,Customer,1556,127.1695587
2018,Jun,39,Subscriber,41152,13.05042971
2018,Jun,40,Customer,1481,108.0014517
2018,Jun,40,Subscriber,37415,15.57078756
2018,Jun,41,Customer,1593,97.10321197
2018,Jun,41,Subscriber,35874,20.64644961
2018,Jun,42,Customer,1244,74.65348339
2018,Jun,42,Subscriber,34246,13.12983025
2018,Jun,43,Customer,1141,95.7876132
2018,Jun,43,Subscriber,32820,17.36633404
2018,Jun,44,Customer,1202,55.10981697
2018,Jun,44,Subscriber,30857,13.27861317
2018,Jun,45,Customer,1433,97.67267969
2018,Jun,45,Subscriber,30258,13.1503696
2018,Jun,46,Customer,1026,53.66718648
2018,Jun,46,Subscriber,29538,13.70844449
2018,Jun,47,Customer,1159,32.34703768
2018,Jun,47,Subscriber,31164,13.50846757
2018,Jun,48,Customer,1057,39.76367077
2018,Jun,48,Subscriber,32905,13.17155599
2018,Jun,49,Customer,167921,44.03925457
2018,Jun,49,Subscriber,54025,14.08413451
2018,Jun,50,Customer,1084,74.33447109
2018,Jun,50,Subscriber,27460,13.53100449
2018,Jun,51,Customer,634,29.48796004
2018,Jun,51,Subscriber,27298,12.38202738
2018,Jun,52,Customer,915,30.50249545
2018,Jun,52,Subscriber,24410,13.92406732
2018,Jun,53,Customer,592,32.47759009
2018,Jun,53,Subscriber,24439,12.85603748
2018,Jun,54,Customer,657,30.41319127
2018,Jun,54,Subscriber,23378,13.17195868
2018,Jun,55,Customer,525,36.43774603
2018,Jun,55,Subscriber,22581,13.27742571
2018,Jun,56,Customer,493,34.24820825
2018,Jun,56,Subscriber,21496,15.95740991
2018,Jun,57,Customer,382,33.27910122
2018,Jun,57,Subscriber,18603,14.82873999
2018,Jun,58,Customer,378,65.5031746
2018,Jun,58,Subscriber,18939,13.76904888
2018,Jun,59,Customer,342,31.16983431
2018,Jun,59,Subscriber,16418,13.1186056
2018,Jun,60,Customer,271,33.7695572
2018,Jun,60,Subscriber,14578,14.19278136
2018,Jun,61,Customer,288,35.58813657
2018,Jun,61,Subscriber,14122,14.46191049
2018,Jun,62,Customer,159,34.76666667
2018,Jun,62,Subscriber,11873,15.79781016
2018,Jun,63,Customer,135,27.34259259
2018,Jun,63,Subscriber,8971,14.18696355
2018,Jun,64,Customer,115,37.72710145
2018,Jun,64,Subscriber,8938,14.38296226
2018,Jun,65,Customer,85,48.53117647
2018,Jun,65,Subscriber,7362,13.16638821
2018,Jun,66,Customer,104,135.5823718
2018,Jun,66,Subscriber,5184,13.60563272
2018,Jun,67,Customer,62,36.96182796
2018,Jun,67,Subscriber,4616,15.39385832
2018,Jun,68,Customer,51,26.96405229
2018,Jun,68,Subscriber,3704,14.63299136
2018,Jun,69,Customer,33,59.60707071
2018,Jun,69,Subscriber,2841,14.19781767
2018,Jun,70,Customer,29,24.87586207
2018,Jun,70,Subscriber,2911,13.91928318
2018,Jun,71,Customer,46,24.76304348
2018,Jun,71,Subscriber,2772,13.20836941
2018,Jun,72,Customer,9,51.12037037
2018,Jun,72,Subscriber,1882,13.24988487
2018,Jun,73,Customer,13,32.75641026
2018,Jun,73,Subscriber,1033,11.91150371
2018,Jun,74,Customer,15,173.7488889
2018,Jun,74,Subscriber,1027,11.85113599
2018,Jun,75,Customer,13,19.04358974
2018,Jun,75,Subscriber,607,14.36908292
2018,Jun,76,Subscriber,840,12.55547619
2018,Jun,77,Customer,9,40.0462963
2018,Jun,77,Subscriber,736,13.04637681
2018,Jun,78,Customer,4,25.94166667
2018,Jun,78,Subscriber,777,9.273616474
2018,Jun,79,Customer,4,16.36666667
2018,Jun,79,Subscriber,164,17.45518293
2018,Jun,80,Customer,1,56.81666667
2018,Jun,80,Subscriber,180,13.21916667
2018,Jun,81,Subscriber,164,16.41219512
2018,Jun,82,Subscriber,124,9.301747312
2018,Jun,83,Subscriber,112,55.00386905
2018,Jun,84,Customer,1,6.5
2018,Jun,84,Subscriber,66,12.53611111
2018,Jun,85,Subscriber,57,12.45584795
2018,Jun,86,Subscriber,114,10.17953216
2018,Jun,87,Subscriber,12,13.83333333
2018,Jun,88,Customer,1,22.98333333
2018,Jun,89,Customer,8,6.7375
2018,Jun,92,Subscriber,9,10.65740741
2018,Jun,94,Subscriber,32,15.5515625
2018,Jun,95,Subscriber,88,12.38257576
2018,Jun,97,Subscriber,8,4.279166667
2018,Jun,99,Subscriber,9,27.91481481
2018,Jun,100,Subscriber,22,9.687121212
2018,Jun,101,Subscriber,18,14.63611111
2018,Jun,102,Subscriber,6,37.30555556
2018,Jun,105,Subscriber,2,17.825
2018,Jun,106,Subscriber,81,11.54115226
2018,Jun,107,Customer,11,22.86666667
2018,Jun,108,Subscriber,34,13.37843137
2018,Jun,111,Subscriber,1,11.05
2018,Jun,117,Subscriber,66,22.84671717
2018,Jun,118,Customer,12,18.24027778
2018,Jun,118,Subscriber,765,9.193180828
2018,Jun,119,Subscriber,26,16.3775641
2018,Jun,121,Customer,1,8.35
2018,Jun,123,Subscriber,48,10.36597222
2018,Jun,124,Subscriber,56,10.74285714
2018,Jun,125,Subscriber,4,23.05
2018,Jun,128,Subscriber,14,10.69404762
2018,Jun,129,Subscriber,7,18.14761905
2018,Jun,130,Subscriber,48,12.13402778
2018,Jun,131,Subscriber,86,12.69844961
2018,Jun,132,Customer,1,68.5
2018,Jun,132,Subscriber,37,13.74459459
2018,Jun,133,Subscriber,28,12.92142857
2018,Jul,16,Customer,342,40.81442495
2018,Jul,16,Subscriber,501,18.56320692
2018,Jul,17,Customer,762,45.28552056
2018,Jul,17,Subscriber,2342,29.27197552
2018,Jul,18,Customer,1830,32.64071038
2018,Jul,18,Subscriber,4443,19.1426251
2018,Jul,19,Customer,2037,31.59520537
2018,Jul,19,Subscriber,7084,13.56661961
2018,Jul,20,Customer,2767,36.93261053
2018,Jul,20,Subscriber,7926,14.8884452
2018,Jul,21,Customer,3756,31.35105609
2018,Jul,21,Subscriber,12431,14.91213364
2018,Jul,22,Customer,4402,38.43627139
2018,Jul,22,Subscriber,14833,13.33876267
2018,Jul,23,Customer,5234,40.56500764
2018,Jul,23,Subscriber,29229,17.07180369
2018,Jul,24,Customer,5421,28.07878928
2018,Jul,24,Subscriber,43061,14.10998196
2018,Jul,25,Customer,5393,30.38133692
2018,Jul,25,Subscriber,56962,13.33981953
2018,Jul,26,Customer,5465,28.62277219
2018,Jul,26,Subscriber,62731,15.21328025
2018,Jul,27,Customer,4997,46.93193249
2018,Jul,27,Subscriber,67575,13.83459884
2018,Jul,28,Customer,5328,35.62701139
2018,Jul,28,Subscriber,73172,13.90319293
2018,Jul,29,Customer,5118,29.27925296
2018,Jul,29,Subscriber,72687,15.86291794
2018,Jul,30,Customer,6761,67.61535522
2018,Jul,30,Subscriber,73185,14.70113343
2018,Jul,31,Customer,4275,33.57098246
2018,Jul,31,Subscriber,68343,13.75799058
2018,Jul,32,Customer,3905,44.61965856
2018,Jul,32,Subscriber,64689,13.3773604
2018,Jul,33,Customer,3229,30.52279343
2018,Jul,33,Subscriber,64607,14.33301345
2018,Jul,34,Customer,2977,37.5165379
2018,Jul,34,Subscriber,57902,13.05956213
2018,Jul,35,Customer,2904,30.50508494
2018,Jul,35,Subscriber,51331,14.35367322
2018,Jul,36,Customer,2401,32.08778981
2018,Jul,36,Subscriber,51663,12.952756
2018,Jul,37,Customer,2003,35.04719587
2018,Jul,37,Subscriber,46245,13.16592424
2018,Jul,38,Customer,2213,28.12878446
2018,Jul,38,Subscriber,41620,14.69604037
2018,Jul,39,Customer,1951,29.61851187
2018,Jul,39,Subscriber,39166,13.2283907
2018,Jul,40,Customer,1535,40.86267101
2018,Jul,40,Subscriber,34466,13.88825267
2018,Jul,41,Customer,1403,114.5523283
2018,Jul,41,Subscriber,33474,16.78106939
2018,Jul,42,Customer,1360,35.13572304
2018,Jul,42,Subscriber,31906,13.17259397
2018,Jul,43,Customer,1248,30.99457799
2018,Jul,43,Subscriber,30515,13.52232946
2018,Jul,44,Customer,1178,44.00867289
2018,Jul,44,Subscriber,28687,13.98782259
2018,Jul,45,Customer,1458,29.89625057
2018,Jul,45,Subscriber,27234,13.85793126
2018,Jul,46,Customer,1201,31.24505967
2018,Jul,46,Subscriber,26612,13.13082882
2018,Jul,47,Customer,1323,28.55352734
2018,Jul,47,Subscriber,27867,13.16571153
2018,Jul,48,Customer,1289,38.93644944
2018,Jul,48,Subscriber,29243,13.38599095
2018,Jul,49,Customer,178485,40.6761176
2018,Jul,49,Subscriber,49326,13.56001737
2018,Jul,50,Customer,1302,27.6702893
2018,Jul,50,Subscriber,24724,13.29364855
2018,Jul,51,Customer,880,35.4263447
2018,Jul,51,Subscriber,24579,15.29360769
2018,Jul,52,Customer,893,30.96827174
2018,Jul,52,Subscriber,22179,14.2927236
2018,Jul,53,Customer,980,51.9204932
2018,Jul,53,Subscriber,22024,14.68505418
2018,Jul,54,Customer,735,30.21371882
2018,Jul,54,Subscriber,21151,13.32258286
2018,Jul,55,Customer,763,28.3194408
2018,Jul,55,Subscriber,20847,13.21120545
2018,Jul,56,Customer,500,34.66963333
2018,Jul,56,Subscriber,19383,15.52261862
2018,Jul,57,Customer,560,33.20892857
2018,Jul,57,Subscriber,17186,13.23148396
2018,Jul,58,Customer,407,30.95880426
2018,Jul,58,Subscriber,17971,12.824227
2018,Jul,59,Customer,359,38.05236769
2018,Jul,59,Subscriber,15785,15.56446732
2018,Jul,60,Customer,273,26.87655678
2018,Jul,60,Subscriber,12945,14.019382
2018,Jul,61,Customer,286,28.09481352
2018,Jul,61,Subscriber,12614,15.78981951
2018,Jul,62,Customer,179,42.64571695
2018,Jul,62,Subscriber,11323,16.76478407
2018,Jul,63,Customer,155,28.69709677
2018,Jul,63,Subscriber,8137,13.89609602
2018,Jul,64,Customer,98,26.51853741
2018,Jul,64,Subscriber,8202,13.10289564
2018,Jul,65,Customer,167,24.9744511
2018,Jul,65,Subscriber,7338,13.72381666
2018,Jul,66,Customer,83,58.28373494
2018,Jul,66,Subscriber,4781,13.96074043
2018,Jul,67,Customer,77,31.19848485
2018,Jul,67,Subscriber,4521,13.80683108
2018,Jul,68,Customer,24,38.04236111
2018,Jul,68,Subscriber,3531,14.00110922
2018,Jul,69,Customer,11,45.03636364
2018,Jul,69,Subscriber,2629,13.43172309
2018,Jul,70,Customer,32,40.7421875
2018,Jul,70,Subscriber,2696,12.30336301
2018,Jul,71,Customer,19,28.03508772
2018,Jul,71,Subscriber,2625,13.53749206
2018,Jul,72,Customer,54,25.8308642
2018,Jul,72,Subscriber,1731,11.74573464
2018,Jul,73,Customer,22,19.55681818
2018,Jul,73,Subscriber,931,11.91365915
2018,Jul,74,Customer,2,55.225
2018,Jul,74,Subscriber,899,11.39784946
2018,Jul,75,Customer,4,92.0125
2018,Jul,75,Subscriber,611,15.01803055
2018,Jul,76,Customer,17,17.65588235
2018,Jul,76,Subscriber,824,12.23499191
2018,Jul,77,Customer,1,19.88333333
2018,Jul,77,Subscriber,763,14.00993884
2018,Jul,78,Customer,4,12.48333333
2018,Jul,78,Subscriber,507,14.49099277
2018,Jul,79,Subscriber,141,12.91607565
2018,Jul,80,Subscriber,161,13.7431677
2018,Jul,81,Subscriber,212,13.89630503
2018,Jul,82,Subscriber,87,7.118007663
2018,Jul,83,Subscriber,108,90.9007716
2018,Jul,84,Subscriber,98,11.61156463
2018,Jul,85,Customer,6,44.97222222
2018,Jul,85,Subscriber,41,11.07154472
2018,Jul,86,Subscriber,92,9.648369565
2018,Jul,87,Subscriber,38,14.96754386
2018,Jul,89,Customer,1,23.58333333
2018,Jul,92,Subscriber,1,5.916666667
2018,Jul,94,Subscriber,48,6.220138889
2018,Jul,95,Subscriber,173,14.03834297
2018,Jul,97,Subscriber,5,4.376666667
2018,Jul,99,Subscriber,7,27.95952381
2018,Jul,100,Subscriber,13,10.43333333
2018,Jul,101,Subscriber,11,7.592424242
2018,Jul,103,Subscriber,4,13.04166667
2018,Jul,105,Subscriber,1,28.46666667
2018,Jul,106,Subscriber,74,9.15
2018,Jul,107,Customer,5,17.75333333
2018,Jul,108,Customer,4,18.77916667
2018,Jul,108,Subscriber,34,3.545588235
2018,Jul,109,Subscriber,18,39.00833333
2018,Jul,112,Customer,2,11.44166667
2018,Jul,117,Customer,1,31.18333333
2018,Jul,117,Subscriber,30,22.84388889
2018,Jul,118,Customer,1,11.28333333
2018,Jul,118,Subscriber,512,9.807942708
2018,Jul,119,Subscriber,23,18.31811594
2018,Jul,121,Subscriber,3,10.71111111
2018,Jul,123,Subscriber,48,11.35868056
2018,Jul,124,Subscriber,3,8.105555556
2018,Jul,125,Subscriber,2,4.941666667
2018,Jul,128,Subscriber,13,8.097435897
2018,Jul,129,Subscriber,2,36.425
2018,Jul,130,Customer,21,17.25079365
2018,Jul,130,Subscriber,98,14.09642857
2018,Jul,131,Subscriber,83,14.40401606
2018,Jul,132,Subscriber,27,11.78703704
2018,Jul,133,Subscriber,40,11.65916667
2018,Aug,16,Customer,394,28.24805415
2018,Aug,16,Subscriber,435,30.30122605
2018,Aug,17,Customer,749,29.05002225
2018,Aug,17,Subscriber,2083,14.41544247
2018,Aug,18,Customer,1772,39.32943943
2018,Aug,18,Subscriber,4263,15.37121745
2018,Aug,19,Customer,2372,44.12013772
2018,Aug,19,Subscriber,7001,25.03042899
2018,Aug,20,Customer,2775,34.49121321
2018,Aug,20,Subscriber,7836,25.40840778
2018,Aug,21,Customer,3592,34.37835468
2018,Aug,21,Subscriber,12437,18.42034655
2018,Aug,22,Customer,4290,32.01576146
2018,Aug,22,Subscriber,16511,18.0522268
2018,Aug,23,Customer,5494,32.30313979
2018,Aug,23,Subscriber,32881,14.42253125
2018,Aug,24,Customer,5811,33.80168932
2018,Aug,24,Subscriber,48472,13.00700129
2018,Aug,25,Customer,5382,37.48073517
2018,Aug,25,Subscriber,62759,13.45776569
2018,Aug,26,Customer,5333,41.44960935
2018,Aug,26,Subscriber,67664,12.98846556
2018,Aug,27,Customer,4930,36.96832319
2018,Aug,27,Subscriber,72823,13.13314681
2018,Aug,28,Customer,5557,32.35907264
2018,Aug,28,Subscriber,77749,14.19536307
2018,Aug,29,Customer,5094,48.41390525
2018,Aug,29,Subscriber,77997,13.6738881
2018,Aug,30,Customer,6962,66.07780092
2018,Aug,30,Subscriber,79506,13.99846699
2018,Aug,31,Customer,4254,28.91729745
2018,Aug,31,Subscriber,72025,13.68649103
2018,Aug,32,Customer,3739,33.63608808
2018,Aug,32,Subscriber,67909,13.53588626
2018,Aug,33,Customer,3124,63.23280516
2018,Aug,33,Subscriber,67325,13.37304914
2018,Aug,34,Customer,3083,37.22714888
2018,Aug,34,Subscriber,61162,13.07364431
2018,Aug,35,Customer,2802,49.627867
2018,Aug,35,Subscriber,54604,12.65562566
2018,Aug,36,Customer,2144,29.56983831
2018,Aug,36,Subscriber,54688,13.87862846
2018,Aug,37,Customer,1928,30.0602092
2018,Aug,37,Subscriber,48342,12.78571394
2018,Aug,38,Customer,1776,29.33803491
2018,Aug,38,Subscriber,44044,13.46565631
2018,Aug,39,Customer,1610,26.15822981
2018,Aug,39,Subscriber,40411,13.18045458
2018,Aug,40,Customer,1508,28.80236516
2018,Aug,40,Subscriber,35482,15.49151495
2018,Aug,41,Customer,1222,26.44144845
2018,Aug,41,Subscriber,32994,15.77418975
2018,Aug,42,Customer,945,29.83855379
2018,Aug,42,Subscriber,32502,13.72761215
2018,Aug,43,Customer,1178,29.26307301
2018,Aug,43,Subscriber,31061,13.56132127
2018,Aug,44,Customer,1129,52.95730735
2018,Aug,44,Subscriber,29545,12.99237434
2018,Aug,45,Customer,1142,26.11329539
2018,Aug,45,Subscriber,28012,13.19385501
2018,Aug,46,Customer,968,28.65136019
2018,Aug,46,Subscriber,27072,13.09469563
2018,Aug,47,Customer,818,49.16383456
2018,Aug,47,Subscriber,27452,13.11359646
2018,Aug,48,Customer,1132,25.42575088
2018,Aug,48,Subscriber,29117,13.63955135
2018,Aug,49,Customer,171017,35.65439372
2018,Aug,49,Subscriber,50502,13.65520738
2018,Aug,50,Customer,800,34.69595833
2018,Aug,50,Subscriber,24235,13.26030328
2018,Aug,51,Customer,741,38.12793522
2018,Aug,51,Subscriber,24242,12.56612697
2018,Aug,52,Customer,798,33.84632414
2018,Aug,52,Subscriber,22421,13.27393515
2018,Aug,53,Customer,762,27.13799213
2018,Aug,53,Subscriber,22182,12.60906441
2018,Aug,54,Customer,807,26.04248245
2018,Aug,54,Subscriber,21817,13.8141923
2018,Aug,55,Customer,578,30.30020185
2018,Aug,55,Subscriber,21359,13.04921735
2018,Aug,56,Customer,505,27.39660066
2018,Aug,56,Subscriber,19393,13.19521391
2018,Aug,57,Customer,475,30.93585965
2018,Aug,57,Subscriber,18925,12.57013562
2018,Aug,58,Customer,387,32.46098191
2018,Aug,58,Subscriber,17782,12.75589922
2018,Aug,59,Customer,305,28.90103825
2018,Aug,59,Subscriber,15389,14.68881885
2018,Aug,60,Customer,266,32.72982456
2018,Aug,60,Subscriber,13234,13.19736159
2018,Aug,61,Customer,278,26.75539568
2018,Aug,61,Subscriber,13295,13.96745518
2018,Aug,62,Customer,192,27.73671875
2018,Aug,62,Subscriber,11846,12.67405453
2018,Aug,63,Customer,113,35.09292035
2018,Aug,63,Subscriber,8209,13.57595525
2018,Aug,64,Customer,123,25.49146341
2018,Aug,64,Subscriber,8373,12.7421633
2018,Aug,65,Customer,137,27.05437956
2018,Aug,65,Subscriber,7258,13.04458529
2018,Aug,66,Customer,113,29.37300885
2018,Aug,66,Subscriber,4575,14.0071439
2018,Aug,67,Customer,43,29.64689922
2018,Aug,67,Subscriber,4628,18.55380294
2018,Aug,68,Customer,46,31.54891304
2018,Aug,68,Subscriber,3100,13.21884946
2018,Aug,69,Customer,69,24.51859903
2018,Aug,69,Subscriber,2875,14.35335652
2018,Aug,70,Customer,29,21.77126437
2018,Aug,70,Subscriber,2505,13.1773187
2018,Aug,71,Customer,17,34.35294118
2018,Aug,71,Subscriber,2502,13.11653344
2018,Aug,72,Customer,15,45.74666667
2018,Aug,72,Subscriber,1731,13.53672251
2018,Aug,73,Customer,5,29.98333333
2018,Aug,73,Subscriber,846,11.9712569
2018,Aug,74,Customer,3,64.07777778
2018,Aug,74,Subscriber,928,11.19351652
2018,Aug,75,Customer,11,65.32575758
2018,Aug,75,Subscriber,638,14.37257053
2018,Aug,76,Customer,3,28.34444444
2018,Aug,76,Subscriber,960,13.90331597
2018,Aug,77,Customer,2,49.75
2018,Aug,77,Subscriber,599,12.90498052
2018,Aug,78,Customer,16,18.059375
2018,Aug,78,Subscriber,647,11.92107161
2018,Aug,79,Subscriber,190,17.81824561
2018,Aug,80,Customer,1,19.96666667
2018,Aug,80,Subscriber,165,11.06858586
2018,Aug,81,Customer,1,36.9
2018,Aug,81,Subscriber,171,14.59054581
2018,Aug,82,Subscriber,72,5.69375
2018,Aug,83,Customer,7,13.97619048
2018,Aug,83,Subscriber,131,72.59681934
2018,Aug,84,Subscriber,94,13.10780142
2018,Aug,85,Customer,5,57.19666667
2018,Aug,85,Subscriber,67,10.77114428
2018,Aug,86,Customer,12,21.25972222
2018,Aug,86,Subscriber,100,10.84083333
2018,Aug,87,Subscriber,26,18.44807692
