year,month,starthour,season,weekday,trips
2018,Apr,23,Spring,Tuesday,1540
2018,Apr,23,Spring,Wednesday,2481
2018,May,00,Spring,Friday,2183
2018,May,00,Spring,Monday,1451
2018,May,00,Spring,Saturday,3161
2018,May,00,Spring,Sunday,2764
2018,May,00,Spring,Thursday,2238
2018,May,00,Spring,Tuesday,1706
2018,May,00,Spring,Wednesday,2205
2018,May,01,Spring,Friday,1205
2018,May,01,Spring,Monday,775
2018,May,01,Spring,Saturday,2005
2018,May,01,Spring,Sunday,1780
2018,May,01,Spring,Thursday,1031
2018,May,01,Spring,Tuesday,874
2018,May,01,Spring,Wednesday,1124
2018,May,02,Spring,Friday,689
2018,May,02,Spring,Monday,453
2018,May,02,Spring,Saturday,1186
2018,May,02,Spring,Sunday,1272
2018,May,02,Spring,Thursday,572
2018,May,02,Spring,Tuesday,456
2018,May,02,Spring,Wednesday,528
2018,May,03,Spring,Friday,362
2018,May,03,Spring,Monday,303
2018,May,03,Spring,Saturday,751
2018,May,03,Spring,Sunday,730
2018,May,03,Spring,Thursday,335
2018,May,03,Spring,Tuesday,288
2018,May,03,Spring,Wednesday,255
2018,May,04,Spring,Friday,426
2018,May,04,Spring,Monday,358
2018,May,04,Spring,Saturday,482
2018,May,04,Spring,Sunday,488
2018,May,04,Spring,Thursday,483
2018,May,04,Spring,Tuesday,486
2018,May,04,Spring,Wednesday,449
2018,May,05,Spring,Friday,1922
2018,May,05,Spring,Monday,1548
2018,May,05,Spring,Saturday,476
2018,May,05,Spring,Sunday,357
2018,May,05,Spring,Thursday,2148
2018,May,05,Spring,Tuesday,2674
2018,May,05,Spring,Wednesday,2485
2018,May,06,Spring,Friday,6642
2018,May,06,Spring,Monday,5273
2018,May,06,Spring,Saturday,1103
2018,May,06,Spring,Sunday,777
2018,May,06,Spring,Thursday,7908
2018,May,06,Spring,Tuesday,9656
2018,May,06,Spring,Wednesday,9695
2018,May,07,Spring,Friday,14577
2018,May,07,Spring,Monday,11507
2018,May,07,Spring,Saturday,2384
2018,May,07,Spring,Sunday,1690
2018,May,07,Spring,Thursday,17127
2018,May,07,Spring,Tuesday,20997
2018,May,07,Spring,Wednesday,20905
2018,May,08,Spring,Friday,25178
2018,May,08,Spring,Monday,19821
2018,May,08,Spring,Saturday,4639
2018,May,08,Spring,Sunday,3361
2018,May,08,Spring,Thursday,30316
2018,May,08,Spring,Tuesday,34951
2018,May,08,Spring,Wednesday,35067
2018,May,09,Spring,Friday,18488
2018,May,09,Spring,Monday,14906
2018,May,09,Spring,Saturday,7779
2018,May,09,Spring,Sunday,5857
2018,May,09,Spring,Thursday,22166
2018,May,09,Spring,Tuesday,22712
2018,May,09,Spring,Wednesday,23305
2018,May,10,Spring,Friday,11785
2018,May,10,Spring,Monday,9995
2018,May,10,Spring,Saturday,9404
2018,May,10,Spring,Sunday,9077
2018,May,10,Spring,Thursday,12003
2018,May,10,Spring,Tuesday,12649
2018,May,10,Spring,Wednesday,12646
2018,May,11,Spring,Friday,12294
2018,May,11,Spring,Monday,10969
2018,May,11,Spring,Saturday,11551
2018,May,11,Spring,Sunday,11001
2018,May,11,Spring,Thursday,10739
2018,May,11,Spring,Tuesday,13241
2018,May,11,Spring,Wednesday,12283
2018,May,12,Spring,Friday,14245
2018,May,12,Spring,Monday,12656
2018,May,12,Spring,Saturday,12815
2018,May,12,Spring,Sunday,11751
2018,May,12,Spring,Thursday,12496
2018,May,12,Spring,Tuesday,15145
2018,May,12,Spring,Wednesday,14084
2018,May,13,Spring,Friday,15017
2018,May,13,Spring,Monday,13652
2018,May,13,Spring,Saturday,13854
2018,May,13,Spring,Sunday,11911
2018,May,13,Spring,Thursday,13056
2018,May,13,Spring,Tuesday,15364
2018,May,13,Spring,Wednesday,14161
2018,May,14,Spring,Friday,16632
2018,May,14,Spring,Monday,14432
2018,May,14,Spring,Saturday,14309
2018,May,14,Spring,Sunday,11978
2018,May,14,Spring,Thursday,14451
2018,May,14,Spring,Tuesday,14854
2018,May,14,Spring,Wednesday,15076
2018,May,15,Spring,Friday,17420
2018,May,15,Spring,Monday,15688
2018,May,15,Spring,Saturday,14423
2018,May,15,Spring,Sunday,13308
2018,May,15,Spring,Thursday,16705
2018,May,15,Spring,Tuesday,14939
2018,May,15,Spring,Wednesday,16283
2018,May,16,Spring,Friday,21886
2018,May,16,Spring,Monday,18742
2018,May,16,Spring,Saturday,14504
2018,May,16,Spring,Sunday,13788
2018,May,16,Spring,Thursday,21579
2018,May,16,Spring,Tuesday,19773
2018,May,16,Spring,Wednesday,20418
2018,May,17,Spring,Friday,28047
2018,May,17,Spring,Monday,27885
2018,May,17,Spring,Saturday,13550
2018,May,17,Spring,Sunday,13539
2018,May,17,Spring,Thursday,35343
2018,May,17,Spring,Tuesday,29436
2018,May,17,Spring,Wednesday,33955
2018,May,18,Spring,Friday,24124
2018,May,18,Spring,Monday,27301
2018,May,18,Spring,Saturday,10643
2018,May,18,Spring,Sunday,12809
2018,May,18,Spring,Thursday,35766
2018,May,18,Spring,Tuesday,29488
2018,May,18,Spring,Wednesday,34992
2018,May,19,Spring,Friday,16776
2018,May,19,Spring,Monday,18620
2018,May,19,Spring,Saturday,8870
2018,May,19,Spring,Sunday,11004
2018,May,19,Spring,Thursday,22691
2018,May,19,Spring,Tuesday,20164
2018,May,19,Spring,Wednesday,23668
2018,May,20,Spring,Friday,10758
2018,May,20,Spring,Monday,11913
2018,May,20,Spring,Saturday,6724
2018,May,20,Spring,Sunday,7455
2018,May,20,Spring,Thursday,15387
2018,May,20,Spring,Tuesday,15171
2018,May,20,Spring,Wednesday,15941
2018,May,21,Spring,Friday,7426
2018,May,21,Spring,Monday,7516
2018,May,21,Spring,Saturday,5134
2018,May,21,Spring,Sunday,4888
2018,May,21,Spring,Thursday,9751
2018,May,21,Spring,Tuesday,10378
2018,May,21,Spring,Wednesday,10678
2018,May,22,Spring,Friday,6047
2018,May,22,Spring,Monday,5099
2018,May,22,Spring,Saturday,4103
2018,May,22,Spring,Sunday,3756
2018,May,22,Spring,Thursday,7539
2018,May,22,Spring,Tuesday,7059
2018,May,22,Spring,Wednesday,7872
2018,May,23,Spring,Friday,4794
2018,May,23,Spring,Monday,3046
2018,May,23,Spring,Saturday,3637
2018,May,23,Spring,Sunday,2401
2018,May,23,Spring,Thursday,5074
2018,May,23,Spring,Tuesday,4311
2018,May,23,Spring,Wednesday,4898
2018,Jun,00,Summer,Friday,3399
2018,Jun,00,Summer,Monday,1206
2018,Jun,00,Summer,Saturday,4211
2018,Jun,00,Summer,Sunday,3581
2018,Jun,00,Summer,Thursday,1929
2018,Jun,00,Summer,Tuesday,1769
2018,Jun,00,Summer,Wednesday,2057
2018,Jun,01,Summer,Friday,1754
2018,Jun,01,Summer,Monday,692
2018,Jun,01,Summer,Saturday,2719
2018,Jun,01,Summer,Sunday,2230
2018,Jun,01,Summer,Thursday,786
2018,Jun,01,Summer,Tuesday,833
2018,Jun,01,Summer,Wednesday,1053
2018,Jun,02,Summer,Friday,908
2018,Jun,02,Summer,Monday,456
2018,Jun,02,Summer,Saturday,1827
2018,Jun,02,Summer,Sunday,1509
2018,Jun,02,Summer,Thursday,403
2018,Jun,02,Summer,Tuesday,410
2018,Jun,02,Summer,Wednesday,480
2018,Jun,03,Summer,Friday,526
2018,Jun,03,Summer,Monday,306
2018,Jun,03,Summer,Saturday,1094
2018,Jun,03,Summer,Sunday,1013
2018,Jun,03,Summer,Thursday,240
2018,Jun,03,Summer,Tuesday,296
2018,Jun,03,Summer,Wednesday,335
2018,Jun,04,Summer,Friday,575
2018,Jun,04,Summer,Monday,360
2018,Jun,04,Summer,Saturday,686
2018,Jun,04,Summer,Sunday,621
2018,Jun,04,Summer,Thursday,349
2018,Jun,04,Summer,Tuesday,458
2018,Jun,04,Summer,Wednesday,420
2018,Jun,05,Summer,Friday,2325
2018,Jun,05,Summer,Monday,1782
2018,Jun,05,Summer,Saturday,873
2018,Jun,05,Summer,Sunday,529
2018,Jun,05,Summer,Thursday,1712
2018,Jun,05,Summer,Tuesday,2427
2018,Jun,05,Summer,Wednesday,2310
2018,Jun,06,Summer,Friday,8469
2018,Jun,06,Summer,Monday,6188
2018,Jun,06,Summer,Saturday,2176
2018,Jun,06,Summer,Sunday,1153
2018,Jun,06,Summer,Thursday,5141
2018,Jun,06,Summer,Tuesday,8724
2018,Jun,06,Summer,Wednesday,7810
2018,Jun,07,Summer,Friday,16433
2018,Jun,07,Summer,Monday,13103
2018,Jun,07,Summer,Saturday,4750
2018,Jun,07,Summer,Sunday,2515
2018,Jun,07,Summer,Thursday,10752
2018,Jun,07,Summer,Tuesday,17514
2018,Jun,07,Summer,Wednesday,16034
2018,Jun,08,Summer,Friday,28274
2018,Jun,08,Summer,Monday,23652
2018,Jun,08,Summer,Saturday,8413
2018,Jun,08,Summer,Sunday,4892
2018,Jun,08,Summer,Thursday,21771
2018,Jun,08,Summer,Tuesday,29349
2018,Jun,08,Summer,Wednesday,27708
2018,Jun,09,Summer,Friday,23285
2018,Jun,09,Summer,Monday,16453
2018,Jun,09,Summer,Saturday,13825
2018,Jun,09,Summer,Sunday,8027
2018,Jun,09,Summer,Thursday,18261
2018,Jun,09,Summer,Tuesday,19713
2018,Jun,09,Summer,Wednesday,19527
2018,Jun,10,Summer,Friday,14509
2018,Jun,10,Summer,Monday,9428
2018,Jun,10,Summer,Saturday,17585
2018,Jun,10,Summer,Sunday,12102
2018,Jun,10,Summer,Thursday,10852
2018,Jun,10,Summer,Tuesday,11178
2018,Jun,10,Summer,Wednesday,10991
2018,Jun,11,Summer,Friday,14603
2018,Jun,11,Summer,Monday,9125
2018,Jun,11,Summer,Saturday,20959
2018,Jun,11,Summer,Sunday,14420
2018,Jun,11,Summer,Thursday,10543
2018,Jun,11,Summer,Tuesday,10689
2018,Jun,11,Summer,Wednesday,10048
2018,Jun,12,Summer,Friday,17124
2018,Jun,12,Summer,Monday,10842
2018,Jun,12,Summer,Saturday,23401
2018,Jun,12,Summer,Sunday,16187
2018,Jun,12,Summer,Thursday,12684
2018,Jun,12,Summer,Tuesday,12428
2018,Jun,12,Summer,Wednesday,10592
2018,Jun,13,Summer,Friday,18847
2018,Jun,13,Summer,Monday,11834
2018,Jun,13,Summer,Saturday,24053
2018,Jun,13,Summer,Sunday,17565
2018,Jun,13,Summer,Thursday,13486
2018,Jun,13,Summer,Tuesday,13033
2018,Jun,13,Summer,Wednesday,11086
2018,Jun,14,Summer,Friday,19958
2018,Jun,14,Summer,Monday,12237
2018,Jun,14,Summer,Saturday,23180
2018,Jun,14,Summer,Sunday,16491
2018,Jun,14,Summer,Thursday,12839
2018,Jun,14,Summer,Tuesday,13061
2018,Jun,14,Summer,Wednesday,11820
2018,Jun,15,Summer,Friday,21810
2018,Jun,15,Summer,Monday,13145
2018,Jun,15,Summer,Saturday,22667
2018,Jun,15,Summer,Sunday,16586
2018,Jun,15,Summer,Thursday,14038
2018,Jun,15,Summer,Tuesday,13957
2018,Jun,15,Summer,Wednesday,12976
2018,Jun,16,Summer,Friday,27900
2018,Jun,16,Summer,Monday,17702
2018,Jun,16,Summer,Saturday,23263
2018,Jun,16,Summer,Sunday,16755
2018,Jun,16,Summer,Thursday,17745
2018,Jun,16,Summer,Tuesday,18761
2018,Jun,16,Summer,Wednesday,17779
2018,Jun,17,Summer,Friday,35298
2018,Jun,17,Summer,Monday,30360
2018,Jun,17,Summer,Saturday,22489
2018,Jun,17,Summer,Sunday,15789
2018,Jun,17,Summer,Thursday,26485
2018,Jun,17,Summer,Tuesday,32108
2018,Jun,17,Summer,Wednesday,30029
2018,Jun,18,Summer,Friday,30185
2018,Jun,18,Summer,Monday,30968
2018,Jun,18,Summer,Saturday,20628
2018,Jun,18,Summer,Sunday,15729
2018,Jun,18,Summer,Thursday,27725
2018,Jun,18,Summer,Tuesday,32705
2018,Jun,18,Summer,Wednesday,30230
2018,Jun,19,Summer,Friday,21750
2018,Jun,19,Summer,Monday,21071
2018,Jun,19,Summer,Saturday,17729
2018,Jun,19,Summer,Sunday,13167
2018,Jun,19,Summer,Thursday,20727
2018,Jun,19,Summer,Tuesday,22917
2018,Jun,19,Summer,Wednesday,19460
2018,Jun,20,Summer,Friday,15350
2018,Jun,20,Summer,Monday,13637
2018,Jun,20,Summer,Saturday,13793
2018,Jun,20,Summer,Sunday,9753
2018,Jun,20,Summer,Thursday,14622
2018,Jun,20,Summer,Tuesday,15977
2018,Jun,20,Summer,Wednesday,13275
2018,Jun,21,Summer,Friday,10548
2018,Jun,21,Summer,Monday,8403
2018,Jun,21,Summer,Saturday,9708
2018,Jun,21,Summer,Sunday,6559
2018,Jun,21,Summer,Thursday,10397
2018,Jun,21,Summer,Tuesday,10581
2018,Jun,21,Summer,Wednesday,9016
2018,Jun,22,Summer,Friday,8784
2018,Jun,22,Summer,Monday,5906
2018,Jun,22,Summer,Saturday,7973
2018,Jun,22,Summer,Sunday,3995
2018,Jun,22,Summer,Thursday,8027
2018,Jun,22,Summer,Tuesday,7751
2018,Jun,22,Summer,Wednesday,6653
2018,Jun,23,Summer,Friday,6346
2018,Jun,23,Summer,Monday,3444
2018,Jun,23,Summer,Saturday,6482
2018,Jun,23,Summer,Sunday,2522
2018,Jun,23,Summer,Thursday,5261
2018,Jun,23,Summer,Tuesday,4373
2018,Jun,23,Summer,Wednesday,4193
2018,Jul,00,Summer,Friday,2658
2018,Jul,00,Summer,Monday,2252
2018,Jul,00,Summer,Saturday,3449
2018,Jul,00,Summer,Sunday,3435
2018,Jul,00,Summer,Thursday,2263
2018,Jul,00,Summer,Tuesday,2314
2018,Jul,00,Summer,Wednesday,2229
2018,Jul,01,Summer,Friday,1311
2018,Jul,01,Summer,Monday,1145
2018,Jul,01,Summer,Saturday,2183
2018,Jul,01,Summer,Sunday,2282
2018,Jul,01,Summer,Thursday,1123
2018,Jul,01,Summer,Tuesday,1194
2018,Jul,01,Summer,Wednesday,1170
2018,Jul,02,Summer,Friday,737
2018,Jul,02,Summer,Monday,636
2018,Jul,02,Summer,Saturday,1348
2018,Jul,02,Summer,Sunday,1604
2018,Jul,02,Summer,Thursday,574
2018,Jul,02,Summer,Tuesday,583
2018,Jul,02,Summer,Wednesday,651
2018,Jul,03,Summer,Friday,370
2018,Jul,03,Summer,Monday,397
2018,Jul,03,Summer,Saturday,789
2018,Jul,03,Summer,Sunday,971
2018,Jul,03,Summer,Thursday,367
2018,Jul,03,Summer,Tuesday,337
2018,Jul,03,Summer,Wednesday,374
2018,Jul,04,Summer,Friday,489
2018,Jul,04,Summer,Monday,578
2018,Jul,04,Summer,Saturday,594
2018,Jul,04,Summer,Sunday,631
2018,Jul,04,Summer,Thursday,470
2018,Jul,04,Summer,Tuesday,540
2018,Jul,04,Summer,Wednesday,460
2018,Jul,05,Summer,Friday,1817
2018,Jul,05,Summer,Monday,2432
2018,Jul,05,Summer,Saturday,615
2018,Jul,05,Summer,Sunday,597
2018,Jul,05,Summer,Thursday,1878
2018,Jul,05,Summer,Tuesday,2790
2018,Jul,05,Summer,Wednesday,1839
2018,Jul,06,Summer,Friday,5665
2018,Jul,06,Summer,Monday,7966
2018,Jul,06,Summer,Saturday,1793
2018,Jul,06,Summer,Sunday,1380
2018,Jul,06,Summer,Thursday,7195
2018,Jul,06,Summer,Tuesday,10103
2018,Jul,06,Summer,Wednesday,5039
2018,Jul,07,Summer,Friday,11425
2018,Jul,07,Summer,Monday,16068
2018,Jul,07,Summer,Saturday,3691
2018,Jul,07,Summer,Sunday,2951
2018,Jul,07,Summer,Thursday,14494
2018,Jul,07,Summer,Tuesday,19772
2018,Jul,07,Summer,Wednesday,10181
2018,Jul,08,Summer,Friday,22223
2018,Jul,08,Summer,Monday,27220
2018,Jul,08,Summer,Saturday,6834
2018,Jul,08,Summer,Sunday,5891
2018,Jul,08,Summer,Thursday,25543
2018,Jul,08,Summer,Tuesday,33252
2018,Jul,08,Summer,Wednesday,18098
2018,Jul,09,Summer,Friday,17516
2018,Jul,09,Summer,Monday,19801
2018,Jul,09,Summer,Saturday,11326
2018,Jul,09,Summer,Sunday,9968
2018,Jul,09,Summer,Thursday,18498
2018,Jul,09,Summer,Tuesday,23096
2018,Jul,09,Summer,Wednesday,14774
2018,Jul,10,Summer,Friday,10848
2018,Jul,10,Summer,Monday,11488
2018,Jul,10,Summer,Saturday,14191
2018,Jul,10,Summer,Sunday,15341
2018,Jul,10,Summer,Thursday,10463
2018,Jul,10,Summer,Tuesday,12766
2018,Jul,10,Summer,Wednesday,10035
2018,Jul,11,Summer,Friday,10276
2018,Jul,11,Summer,Monday,11146
2018,Jul,11,Summer,Saturday,16886
2018,Jul,11,Summer,Sunday,17646
2018,Jul,11,Summer,Thursday,10528
2018,Jul,11,Summer,Tuesday,12584
2018,Jul,11,Summer,Wednesday,9957
2018,Jul,12,Summer,Friday,11788
2018,Jul,12,Summer,Monday,13150
2018,Jul,12,Summer,Saturday,19587
2018,Jul,12,Summer,Sunday,19169
2018,Jul,12,Summer,Thursday,12231
2018,Jul,12,Summer,Tuesday,15021
2018,Jul,12,Summer,Wednesday,11763
2018,Jul,13,Summer,Friday,13681
2018,Jul,13,Summer,Monday,13854
2018,Jul,13,Summer,Saturday,20637
2018,Jul,13,Summer,Sunday,22668
2018,Jul,13,Summer,Thursday,12820
2018,Jul,13,Summer,Tuesday,15749
2018,Jul,13,Summer,Wednesday,12261
2018,Jul,14,Summer,Friday,14473
2018,Jul,14,Summer,Monday,14025
2018,Jul,14,Summer,Saturday,20225
2018,Jul,14,Summer,Sunday,22835
2018,Jul,14,Summer,Thursday,13136
2018,Jul,14,Summer,Tuesday,13957
2018,Jul,14,Summer,Wednesday,12221
2018,Jul,15,Summer,Friday,15762
2018,Jul,15,Summer,Monday,15399
2018,Jul,15,Summer,Saturday,19724
2018,Jul,15,Summer,Sunday,22892
2018,Jul,15,Summer,Thursday,14015
2018,Jul,15,Summer,Tuesday,14152
2018,Jul,15,Summer,Wednesday,13337
2018,Jul,16,Summer,Friday,19946
2018,Jul,16,Summer,Monday,20716
2018,Jul,16,Summer,Saturday,19228
2018,Jul,16,Summer,Sunday,23175
2018,Jul,16,Summer,Thursday,18457
2018,Jul,16,Summer,Tuesday,18185
2018,Jul,16,Summer,Wednesday,16269
2018,Jul,17,Summer,Friday,21755
2018,Jul,17,Summer,Monday,35798
2018,Jul,17,Summer,Saturday,19047
2018,Jul,17,Summer,Sunday,22309
2018,Jul,17,Summer,Thursday,29679
2018,Jul,17,Summer,Tuesday,29196
2018,Jul,17,Summer,Wednesday,24399
2018,Jul,18,Summer,Friday,19351
2018,Jul,18,Summer,Monday,36422
2018,Jul,18,Summer,Saturday,17070
2018,Jul,18,Summer,Sunday,19464
2018,Jul,18,Summer,Thursday,29192
2018,Jul,18,Summer,Tuesday,29911
2018,Jul,18,Summer,Wednesday,23023
2018,Jul,19,Summer,Friday,14440
2018,Jul,19,Summer,Monday,25355
2018,Jul,19,Summer,Saturday,13275
2018,Jul,19,Summer,Sunday,17504
2018,Jul,19,Summer,Thursday,21263
2018,Jul,19,Summer,Tuesday,24072
2018,Jul,19,Summer,Wednesday,17158
2018,Jul,20,Summer,Friday,10858
2018,Jul,20,Summer,Monday,18312
2018,Jul,20,Summer,Saturday,9701
2018,Jul,20,Summer,Sunday,12944
2018,Jul,20,Summer,Thursday,15180
2018,Jul,20,Summer,Tuesday,16338
2018,Jul,20,Summer,Wednesday,12572
2018,Jul,21,Summer,Friday,7336
2018,Jul,21,Summer,Monday,11782
2018,Jul,21,Summer,Saturday,6740
2018,Jul,21,Summer,Sunday,9308
2018,Jul,21,Summer,Thursday,10819
2018,Jul,21,Summer,Tuesday,11964
2018,Jul,21,Summer,Wednesday,9133
2018,Jul,22,Summer,Friday,5939
2018,Jul,22,Summer,Monday,7845
2018,Jul,22,Summer,Saturday,5436
2018,Jul,22,Summer,Sunday,6704
2018,Jul,22,Summer,Thursday,8040
2018,Jul,22,Summer,Tuesday,8777
2018,Jul,22,Summer,Wednesday,8407
2018,Jul,23,Summer,Friday,4727
2018,Jul,23,Summer,Monday,4562
2018,Jul,23,Summer,Saturday,4316
2018,Jul,23,Summer,Sunday,4146
2018,Jul,23,Summer,Thursday,5147
2018,Jul,23,Summer,Tuesday,5269
2018,Jul,23,Summer,Wednesday,4738
2018,Aug,00,Summer,Friday,3428
2018,Aug,00,Summer,Monday,1716
2018,Aug,00,Summer,Saturday,3011
2018,Aug,00,Summer,Sunday,3432
2018,Aug,00,Summer,Thursday,2866
2018,Aug,00,Summer,Tuesday,1762
2018,Aug,00,Summer,Wednesday,2336
2018,Aug,01,Summer,Friday,1872
2018,Aug,01,Summer,Monday,941
2018,Aug,01,Summer,Saturday,2060
2018,Aug,01,Summer,Sunday,2373
2018,Aug,01,Summer,Thursday,1321
2018,Aug,01,Summer,Tuesday,942
2018,Aug,01,Summer,Wednesday,1028
2018,Aug,02,Summer,Friday,1029
2018,Aug,02,Summer,Monday,562
2018,Aug,02,Summer,Saturday,1320
2018,Aug,02,Summer,Sunday,1485
2018,Aug,02,Summer,Thursday,668
2018,Aug,02,Summer,Tuesday,530
2018,Aug,02,Summer,Wednesday,608
2018,Aug,03,Summer,Friday,624
2018,Aug,03,Summer,Monday,371
2018,Aug,03,Summer,Saturday,749
2018,Aug,03,Summer,Sunday,1087
2018,Aug,03,Summer,Thursday,425
2018,Aug,03,Summer,Tuesday,339
2018,Aug,03,Summer,Wednesday,387
2018,Aug,04,Summer,Friday,621
2018,Aug,04,Summer,Monday,506
2018,Aug,04,Summer,Saturday,559
2018,Aug,04,Summer,Sunday,610
2018,Aug,04,Summer,Thursday,619
2018,Aug,04,Summer,Tuesday,517
2018,Aug,04,Summer,Wednesday,577
2018,Aug,05,Summer,Friday,2307
2018,Aug,05,Summer,Monday,1996
2018,Aug,05,Summer,Saturday,559
2018,Aug,05,Summer,Sunday,478
2018,Aug,05,Summer,Thursday,2447
2018,Aug,05,Summer,Tuesday,2327
2018,Aug,05,Summer,Wednesday,2658
2018,Aug,06,Summer,Friday,8073
2018,Aug,06,Summer,Monday,7227
2018,Aug,06,Summer,Saturday,1433
2018,Aug,06,Summer,Sunday,1233
2018,Aug,06,Summer,Thursday,9463
2018,Aug,06,Summer,Tuesday,8392
2018,Aug,06,Summer,Wednesday,9149
2018,Aug,07,Summer,Friday,15973
2018,Aug,07,Summer,Monday,13863
2018,Aug,07,Summer,Saturday,3140
2018,Aug,07,Summer,Sunday,2674
2018,Aug,07,Summer,Thursday,18142
2018,Aug,07,Summer,Tuesday,15962
2018,Aug,07,Summer,Wednesday,17717
2018,Aug,08,Summer,Friday,28534
2018,Aug,08,Summer,Monday,22274
2018,Aug,08,Summer,Saturday,5113
2018,Aug,08,Summer,Sunday,4958
2018,Aug,08,Summer,Thursday,32595
2018,Aug,08,Summer,Tuesday,27343
2018,Aug,08,Summer,Wednesday,32416
2018,Aug,09,Summer,Friday,22667
2018,Aug,09,Summer,Monday,13599
2018,Aug,09,Summer,Saturday,7088
2018,Aug,09,Summer,Sunday,8443
2018,Aug,09,Summer,Thursday,24337
2018,Aug,09,Summer,Tuesday,19254
2018,Aug,09,Summer,Wednesday,23482
2018,Aug,10,Summer,Friday,14484
2018,Aug,10,Summer,Monday,7213
2018,Aug,10,Summer,Saturday,11106
2018,Aug,10,Summer,Sunday,12362
2018,Aug,10,Summer,Thursday,13970
2018,Aug,10,Summer,Tuesday,10667
2018,Aug,10,Summer,Wednesday,13102
2018,Aug,11,Summer,Friday,14827
2018,Aug,11,Summer,Monday,7347
2018,Aug,11,Summer,Saturday,15046
2018,Aug,11,Summer,Sunday,15330
2018,Aug,11,Summer,Thursday,13749
2018,Aug,11,Summer,Tuesday,10393
2018,Aug,11,Summer,Wednesday,12912
2018,Aug,12,Summer,Friday,17206
2018,Aug,12,Summer,Monday,8854
2018,Aug,12,Summer,Saturday,18274
2018,Aug,12,Summer,Sunday,16851
2018,Aug,12,Summer,Thursday,15913
2018,Aug,12,Summer,Tuesday,11992
2018,Aug,12,Summer,Wednesday,14879
2018,Aug,13,Summer,Friday,18677
2018,Aug,13,Summer,Monday,10123
2018,Aug,13,Summer,Saturday,17286
2018,Aug,13,Summer,Sunday,18380
2018,Aug,13,Summer,Thursday,16030
2018,Aug,13,Summer,Tuesday,12313
2018,Aug,13,Summer,Wednesday,15223
2018,Aug,14,Summer,Friday,17940
2018,Aug,14,Summer,Monday,10911
2018,Aug,14,Summer,Saturday,16997
2018,Aug,14,Summer,Sunday,17767
2018,Aug,14,Summer,Thursday,16096
2018,Aug,14,Summer,Tuesday,11755
2018,Aug,14,Summer,Wednesday,14576
2018,Aug,15,Summer,Friday,19576
2018,Aug,15,Summer,Monday,11958
2018,Aug,15,Summer,Saturday,18211
2018,Aug,15,Summer,Sunday,17982
2018,Aug,15,Summer,Thursday,17516
2018,Aug,15,Summer,Tuesday,11368
2018,Aug,15,Summer,Wednesday,15771
2018,Aug,16,Summer,Friday,25207
2018,Aug,16,Summer,Monday,15490
2018,Aug,16,Summer,Saturday,16536
2018,Aug,16,Summer,Sunday,19056
2018,Aug,16,Summer,Thursday,22838
2018,Aug,16,Summer,Tuesday,15366
2018,Aug,16,Summer,Wednesday,21500
2018,Aug,17,Summer,Friday,30702
2018,Aug,17,Summer,Monday,28769
2018,Aug,17,Summer,Saturday,15904
2018,Aug,17,Summer,Sunday,19285
2018,Aug,17,Summer,Thursday,37065
2018,Aug,17,Summer,Tuesday,27352
2018,Aug,17,Summer,Wednesday,37765
2018,Aug,18,Summer,Friday,27306
2018,Aug,18,Summer,Monday,29984
2018,Aug,18,Summer,Saturday,15294
2018,Aug,18,Summer,Sunday,18491
2018,Aug,18,Summer,Thursday,36762
2018,Aug,18,Summer,Tuesday,30350
2018,Aug,18,Summer,Wednesday,38312
2018,Aug,19,Summer,Friday,19461
2018,Aug,19,Summer,Monday,20411
2018,Aug,19,Summer,Saturday,12751
2018,Aug,19,Summer,Sunday,15409
2018,Aug,19,Summer,Thursday,26466
2018,Aug,19,Summer,Tuesday,18640
2018,Aug,19,Summer,Wednesday,26674
2018,Aug,20,Summer,Friday,13716
2018,Aug,20,Summer,Monday,12929
2018,Aug,20,Summer,Saturday,9137
2018,Aug,20,Summer,Sunday,10379
2018,Aug,20,Summer,Thursday,17636
2018,Aug,20,Summer,Tuesday,12578
2018,Aug,20,Summer,Wednesday,18002
2018,Aug,21,Summer,Friday,9594
2018,Aug,21,Summer,Monday,8740
2018,Aug,21,Summer,Saturday,7070
2018,Aug,21,Summer,Sunday,7726
2018,Aug,21,Summer,Thursday,11986
2018,Aug,21,Summer,Tuesday,9228
2018,Aug,21,Summer,Wednesday,12458
2018,Aug,22,Summer,Friday,7275
2018,Aug,22,Summer,Monday,5916
2018,Aug,22,Summer,Saturday,6141
2018,Aug,22,Summer,Sunday,5754
2018,Aug,22,Summer,Thursday,9258
2018,Aug,22,Summer,Tuesday,6708
2018,Aug,22,Summer,Wednesday,9389
2018,Aug,23,Summer,Friday,5535
2018,Aug,23,Summer,Monday,3415
2018,Aug,23,Summer,Saturday,4985
2018,Aug,23,Summer,Sunday,3494
2018,Aug,23,Summer,Thursday,5990
2018,Aug,23,Summer,Tuesday,3747
2018,Aug,23,Summer,Wednesday,5715
2018,Sep,00,Autumn,Friday,2437
2018,Sep,00,Autumn,Monday,1857
2018,Sep,00,Autumn,Saturday,4751
2018,Sep,00,Autumn,Sunday,5136
2018,Sep,00,Autumn,Thursday,1910
2018,Sep,00,Autumn,Tuesday,1390
2018,Sep,00,Autumn,Wednesday,1845
2018,Sep,01,Autumn,Friday,1243
2018,Sep,01,Autumn,Monday,911
2018,Sep,01,Autumn,Saturday,3188
2018,Sep,01,Autumn,Sunday,3289
